,symbol,date,close,low,high,open,volume
0,ADSK,2020-09-14 15:59:00,229.8300018310547,229.6999969482422,230.0,229.92999267578125,24415.0
1,ADSK,2020-09-14 15:58:00,229.8800048828125,229.7700958251953,230.0200042724609,229.8999938964844,13837.0
2,ADSK,2020-09-14 15:57:00,229.8300018310547,229.3300018310547,229.8300018310547,229.3500061035156,15407.0
3,ADSK,2020-09-14 15:56:00,229.3500061035156,229.2700042724609,229.4900054931641,229.47999572753903,29466.0
4,ADSK,2020-09-14 15:55:00,229.4600067138672,229.4499969482422,229.6000061035156,229.58999633789062,18491.0
5,ADSK,2020-09-14 15:54:00,229.4199981689453,229.38999938964844,229.7100067138672,229.63999938964844,23930.0
6,ADSK,2020-09-14 15:53:00,229.63999938964844,229.6300048828125,229.91000366210938,229.8800048828125,7998.0
7,ADSK,2020-09-14 15:52:00,229.88999938964844,229.8300018310547,229.97999572753903,229.9499969482422,16611.0
8,ADSK,2020-09-14 15:51:00,229.9499969482422,229.91000366210938,230.5,230.5,14534.0
9,ADSK,2020-09-14 15:50:00,230.5,230.47000122070312,230.69000244140625,230.67999267578125,14892.0
10,ADSK,2020-09-14 15:49:00,230.9199981689453,230.83999633789062,230.9900054931641,230.90499877929688,10495.0
11,ADSK,2020-09-14 15:48:00,230.97000122070312,230.94500732421875,231.0,230.94500732421875,4395.0
12,ADSK,2020-09-14 15:47:00,230.9900054931641,230.66000366210938,230.9900054931641,230.66000366210938,5489.0
13,ADSK,2020-09-14 15:46:00,230.58999633789062,230.58999633789062,230.80999755859372,230.75,10118.0
14,ADSK,2020-09-14 15:45:00,230.8000030517578,230.66000366210938,230.8000030517578,230.66000366210938,0.0
15,ADSK,2020-09-14 15:44:00,230.75999450683597,230.75,230.8600006103516,230.75,3795.0
16,ADSK,2020-09-14 15:43:00,230.7899932861328,230.6100006103516,230.7899932861328,230.72000122070312,1740.0
17,ADSK,2020-09-14 15:42:00,230.72999572753903,230.66000366210938,230.7899932861328,230.7700042724609,1794.0
18,ADSK,2020-09-14 15:41:00,230.7400054931641,230.5,230.7400054931641,230.6499938964844,1794.0
19,ADSK,2020-09-14 15:40:00,230.6750030517578,230.4250030517578,230.6750030517578,230.4250030517578,1379.0
20,ADSK,2020-09-14 15:39:00,230.377197265625,230.377197265625,230.63999938964844,230.63999938964844,1844.0
21,ADSK,2020-09-14 15:38:00,230.69500732421875,230.2100067138672,230.69500732421875,230.2100067138672,4913.0
22,ADSK,2020-09-14 15:37:00,230.13999938964844,230.1000061035156,230.1699981689453,230.13999938964844,6238.0
23,ADSK,2020-09-14 15:36:00,230.1300048828125,230.1000061035156,230.22000122070312,230.1999969482422,4417.0
24,ADSK,2020-09-14 15:35:00,230.1699981689453,229.97000122070312,230.1699981689453,230.03500366210938,4800.0
25,ADSK,2020-09-14 15:34:00,230.08999633789062,230.0200042724609,230.1000061035156,230.0200042724609,2733.0
