symbol,date,volume,open,high,low,close,dividends
PEP,2020-09-14 15:59:00,56969.0,136.7100067138672,136.77000427246094,136.6300048828125,136.68499755859375,0.0
PEP,2020-09-14 15:58:00,27331.0,136.72999572753906,136.74000549316406,136.63999938964844,136.6999969482422,0.0
PEP,2020-09-14 15:57:00,18994.0,136.8000030517578,136.85000610351562,136.66000366210938,136.7100067138672,0.0
PEP,2020-09-14 15:56:00,17738.0,136.8300018310547,136.8699951171875,136.75,136.8000030517578,0.0
PEP,2020-09-14 15:55:00,21128.0,136.91000366210938,136.9499969482422,136.82000732421875,136.86000061035156,0.0
PEP,2020-09-14 15:54:00,29019.0,137.02999877929688,137.11000061035156,136.88999938964844,136.88999938964844,0.0
PEP,2020-09-14 15:53:00,13706.0,137.08999633789062,137.11000061035156,137.01499938964844,137.02000427246094,0.0
PEP,2020-09-14 15:52:00,7889.0,137.02999877929688,137.11000061035156,137.00999450683594,137.0800018310547,0.0
PEP,2020-09-14 15:51:00,10500.0,137.16000366210938,137.1699981689453,137.0050048828125,137.0399932861328,0.0
PEP,2020-09-14 15:50:00,23978.0,137.27000427246094,137.27000427246094,137.0800018310547,137.1300048828125,0.0
PEP,2020-09-14 15:49:00,10605.0,137.19000244140625,137.30999755859375,137.19000244140625,137.2899932861328,0.0
PEP,2020-09-14 15:48:00,12471.0,137.25,137.27000427246094,137.1699981689453,137.1699981689453,0.0
PEP,2020-09-14 15:47:00,7074.0,137.15499877929688,137.27000427246094,137.13999938964844,137.25,0.0
PEP,2020-09-14 15:46:00,10728.0,137.12890625,137.19000244140625,137.09100341796875,137.19000244140625,0.0
PEP,2020-09-14 15:45:00,6729.0,137.14999389648438,137.22320556640625,137.11000061035156,137.11000061035156,0.0
PEP,2020-09-14 15:44:00,7298.0,137.1699981689453,137.1999969482422,137.08999633789062,137.1300048828125,0.0
PEP,2020-09-14 15:43:00,9627.0,137.11000061035156,137.1699981689453,137.08999633789062,137.1699981689453,0.0
PEP,2020-09-14 15:42:00,4631.0,137.05499267578125,137.1300048828125,137.0399932861328,137.11000061035156,0.0
PEP,2020-09-14 15:41:00,7167.0,136.97000122070312,137.07000732421875,136.89999389648438,137.07000732421875,0.0
PEP,2020-09-14 15:40:00,8577.0,136.94000244140625,136.97000122070312,136.8800048828125,136.97000122070312,0.0
PEP,2020-09-14 15:39:00,4628.0,136.94500732421875,136.9499969482422,136.92160034179688,136.92999267578125,0.0
PEP,2020-09-14 15:38:00,4639.0,136.86000061035156,136.9499969482422,136.83999633789062,136.9499969482422,0.0
PEP,2020-09-14 15:37:00,7964.0,136.82000732421875,136.8800048828125,136.82000732421875,136.8800048828125,0.0
PEP,2020-09-14 15:36:00,4934.0,136.8000030517578,136.8300018310547,136.781005859375,136.8300018310547,0.0
PEP,2020-09-14 15:35:00,7294.0,136.80999755859375,136.8300018310547,136.74000549316406,136.77999877929688,0.0
PEP,2020-09-14 15:34:00,3247.0,136.72999572753906,136.7899932861328,136.72999572753906,136.77439880371094,0.0
PEP,2020-09-14 15:33:00,5659.0,136.78500366210938,136.8300018310547,136.72000122070312,136.72000122070312,0.0
PEP,2020-09-14 15:32:00,16184.0,136.8699951171875,136.89999389648438,136.77000427246094,136.7899932861328,0.0
PEP,2020-09-14 15:31:00,4332.0,136.89999389648438,136.89999389648438,136.85000610351562,136.89999389648438,0.0
PEP,2020-09-14 15:30:00,5429.0,136.8800048828125,136.9199981689453,136.86000061035156,136.9199981689453,0.0
PEP,2020-09-14 15:29:00,4918.0,136.82000732421875,136.8699951171875,136.7899932861328,136.86000061035156,0.0
PEP,2020-09-14 15:28:00,4132.0,136.8300018310547,136.85000610351562,136.8249969482422,136.84500122070312,0.0
PEP,2020-09-14 15:27:00,8075.0,136.7261962890625,136.80999755859375,136.67999267578125,136.80999755859375,0.0
PEP,2020-09-14 15:26:00,7172.0,136.69000244140625,136.72999572753906,136.66000366210938,136.72799682617188,0.0
PEP,2020-09-14 15:25:00,5925.0,136.6699981689453,136.72999572753906,136.63999938964844,136.6999969482422,0.0
PEP,2020-09-14 15:24:00,2594.0,136.6300048828125,136.67999267578125,136.6300048828125,136.6300048828125,0.0
PEP,2020-09-14 15:23:00,7895.0,136.72000122070312,136.72000122070312,136.5800018310547,136.6300048828125,0.0
PEP,2020-09-14 15:22:00,5542.0,136.78619384765625,136.80999755859375,136.72000122070312,136.72000122070312,0.0
PEP,2020-09-14 15:21:00,5667.0,136.8699951171875,136.88999938964844,136.8000030517578,136.8000030517578,0.0
PEP,2020-09-14 15:20:00,5587.0,136.9600067138672,136.97000122070312,136.8800048828125,136.8800048828125,0.0
PEP,2020-09-14 15:19:00,5320.0,137.02999877929688,137.0399932861328,136.92999267578125,136.94900512695312,0.0
PEP,2020-09-14 15:18:00,9702.0,136.89999389648438,137.05999755859375,136.88999938964844,137.02000427246094,0.0
PEP,2020-09-14 15:17:00,6294.0,136.83999633789062,136.9196014404297,136.83999633789062,136.8699951171875,0.0
PEP,2020-09-14 15:16:00,6797.0,136.8300018310547,136.89500427246094,136.82000732421875,136.82000732421875,0.0
PEP,2020-09-14 15:15:00,3774.0,136.91000366210938,136.9499969482422,136.85000610351562,136.85000610351562,0.0
PEP,2020-09-14 15:14:00,5018.0,136.9499969482422,137.0,136.91000366210938,136.9499969482422,0.0
PEP,2020-09-14 15:13:00,3145.0,136.99000549316406,137.00999450683594,136.89999389648438,136.9199981689453,0.0
PEP,2020-09-14 15:12:00,3790.0,136.91000366210938,136.99000549316406,136.91000366210938,136.9499969482422,0.0
PEP,2020-09-14 15:11:00,2478.0,136.9499969482422,136.99000549316406,136.92379760742188,136.9600067138672,0.0
PEP,2020-09-14 15:10:00,1766.0,137.02999877929688,137.02999877929688,136.9199981689453,136.9199981689453,0.0
PEP,2020-09-14 15:09:00,3388.0,137.0,137.11000061035156,137.0,137.05999755859375,0.0
PEP,2020-09-14 15:08:00,4664.0,137.0301055908203,137.03500366210938,136.97999572753906,137.0019989013672,0.0
PEP,2020-09-14 15:07:00,5071.0,137.0800018310547,137.08999633789062,137.0,137.08929443359375,0.0
PEP,2020-09-14 15:06:00,4564.0,137.07000732421875,137.10000610351562,137.0399932861328,137.05999755859375,0.0
PEP,2020-09-14 15:05:00,4586.0,137.11000061035156,137.13999938964844,137.01370239257812,137.07000732421875,0.0
PEP,2020-09-14 15:04:00,2463.0,137.08999633789062,137.0919952392578,137.0399932861328,137.0800018310547,0.0
PEP,2020-09-14 15:03:00,3713.0,137.14999389648438,137.16000366210938,137.05999755859375,137.11300659179688,0.0
PEP,2020-09-14 15:02:00,1883.0,137.10060119628906,137.17999267578125,137.10000610351562,137.17999267578125,0.0
PEP,2020-09-14 15:01:00,3756.0,137.14999389648438,137.1699981689453,137.11000061035156,137.16000366210938,0.0
PEP,2020-09-14 15:00:00,4663.0,137.1199951171875,137.19000244140625,137.00999450683594,137.1300048828125,0.0
PEP,2020-09-14 14:59:00,4502.0,137.07000732421875,137.1699981689453,137.07000732421875,137.14999389648438,0.0
