symbol,date,open,volume,high,low,close,dividends
1299.HK,2020-09-09 15:59:00,80.80000305175781,340689.0,81.1500015258789,80.69999694824219,81.0,0.0
1299.HK,2020-09-09 15:58:00,80.75,52800.0,80.80000305175781,80.69999694824219,80.80000305175781,0.0
1299.HK,2020-09-09 15:57:00,80.6500015258789,94800.0,80.75,80.6500015258789,80.69999694824219,0.0
1299.HK,2020-09-09 15:56:00,80.5999984741211,43200.0,80.6500015258789,80.5999984741211,80.6500015258789,0.0
1299.HK,2020-09-09 15:55:00,80.6500015258789,22200.0,80.6500015258789,80.5999984741211,80.6500015258789,0.0
1299.HK,2020-09-09 15:54:00,80.6500015258789,5531.0,80.6500015258789,80.5999984741211,80.5999984741211,0.0
1299.HK,2020-09-09 15:53:00,80.6500015258789,8200.0,80.6500015258789,80.5999984741211,80.6500015258789,0.0
1299.HK,2020-09-09 15:52:00,80.55000305175781,65314.0,80.6500015258789,80.55000305175781,80.6500015258789,0.0
1299.HK,2020-09-09 15:51:00,80.75,168600.0,80.80000305175781,80.5999984741211,80.5999984741211,0.0
1299.HK,2020-09-09 15:50:00,80.75,118216.0,80.80000305175781,80.75,80.75,0.0
1299.HK,2020-09-09 15:49:00,80.69999694824219,18200.0,80.69999694824219,80.6500015258789,80.6500015258789,0.0
1299.HK,2020-09-09 15:48:00,80.6500015258789,20800.0,80.69999694824219,80.6500015258789,80.6500015258789,0.0
1299.HK,2020-09-09 15:47:00,80.69999694824219,102800.0,80.69999694824219,80.6500015258789,80.6500015258789,0.0
1299.HK,2020-09-09 15:46:00,80.69999694824219,20800.0,80.75,80.69999694824219,80.69999694824219,0.0
1299.HK,2020-09-09 15:45:00,80.75,18849.0,80.75,80.69999694824219,80.69999694824219,0.0
1299.HK,2020-09-09 15:44:00,80.75,122600.0,80.75,80.69999694824219,80.75,0.0
1299.HK,2020-09-09 15:43:00,80.69999694824219,61880.0,80.75,80.6500015258789,80.75,0.0
1299.HK,2020-09-09 15:42:00,80.69999694824219,14400.0,80.69999694824219,80.69999694824219,80.69999694824219,0.0
1299.HK,2020-09-09 15:41:00,80.6500015258789,54800.0,80.69999694824219,80.5999984741211,80.69999694824219,0.0
1299.HK,2020-09-09 15:40:00,80.5999984741211,23000.0,80.6500015258789,80.5999984741211,80.6500015258789,0.0
1299.HK,2020-09-09 15:39:00,80.6500015258789,3400.0,80.6500015258789,80.6500015258789,80.6500015258789,0.0
1299.HK,2020-09-09 15:38:00,80.5,119000.0,80.5999984741211,80.5,80.5999984741211,0.0
1299.HK,2020-09-09 15:37:00,80.55000305175781,8400.0,80.55000305175781,80.5,80.55000305175781,0.0
1299.HK,2020-09-09 15:36:00,80.55000305175781,8200.0,80.55000305175781,80.55000305175781,80.55000305175781,0.0
1299.HK,2020-09-09 15:35:00,80.55000305175781,88200.0,80.55000305175781,80.5,80.55000305175781,0.0
1299.HK,2020-09-09 15:34:00,80.5,120000.0,80.5999984741211,80.5,80.5999984741211,0.0
1299.HK,2020-09-09 15:33:00,80.5,16600.0,80.5,80.44999694824219,80.44999694824219,0.0
1299.HK,2020-09-09 15:32:00,80.5999984741211,62800.0,80.5999984741211,80.44999694824219,80.5,0.0
1299.HK,2020-09-09 15:31:00,80.5,17600.0,80.5999984741211,80.5,80.5999984741211,0.0
1299.HK,2020-09-09 15:30:00,80.55000305175781,79800.0,80.5999984741211,80.5,80.55000305175781,0.0
1299.HK,2020-09-09 15:29:00,80.44999694824219,78600.0,80.5,80.4000015258789,80.5,0.0
1299.HK,2020-09-09 15:28:00,80.44999694824219,17000.0,80.44999694824219,80.4000015258789,80.44999694824219,0.0
1299.HK,2020-09-09 15:27:00,80.5,7000.0,80.5,80.4000015258789,80.44999694824219,0.0
1299.HK,2020-09-09 15:26:00,80.44999694824219,89020.0,80.5,80.4000015258789,80.44999694824219,0.0
1299.HK,2020-09-09 15:25:00,80.55000305175781,41400.0,80.55000305175781,80.44999694824219,80.44999694824219,0.0
1299.HK,2020-09-09 15:24:00,80.55000305175781,26200.0,80.5999984741211,80.5,80.5,0.0
1299.HK,2020-09-09 15:23:00,80.55000305175781,82000.0,80.5999984741211,80.55000305175781,80.55000305175781,0.0
1299.HK,2020-09-09 15:22:00,80.5,58800.0,80.55000305175781,80.5,80.55000305175781,0.0
1299.HK,2020-09-09 15:21:00,80.4000015258789,44400.0,80.44999694824219,80.4000015258789,80.44999694824219,0.0
1299.HK,2020-09-09 15:20:00,80.4000015258789,20000.0,80.4000015258789,80.4000015258789,80.4000015258789,0.0
1299.HK,2020-09-09 15:19:00,80.55000305175781,56800.0,80.55000305175781,80.4000015258789,80.4000015258789,0.0
1299.HK,2020-09-09 15:18:00,80.55000305175781,24800.0,80.55000305175781,80.5,80.5,0.0
1299.HK,2020-09-09 15:17:00,80.69999694824219,64200.0,80.69999694824219,80.55000305175781,80.55000305175781,0.0
1299.HK,2020-09-09 15:16:00,80.5999984741211,75400.0,80.69999694824219,80.5999984741211,80.6500015258789,0.0
1299.HK,2020-09-09 15:15:00,80.5999984741211,14400.0,80.6500015258789,80.5999984741211,80.5999984741211,0.0
1299.HK,2020-09-09 15:14:00,80.6500015258789,21000.0,80.6500015258789,80.5999984741211,80.5999984741211,0.0
1299.HK,2020-09-09 15:13:00,80.5999984741211,61107.0,80.69999694824219,80.5999984741211,80.5999984741211,0.0
1299.HK,2020-09-09 15:12:00,80.5999984741211,23200.0,80.5999984741211,80.55000305175781,80.5999984741211,0.0
