symbol,date,open,volume,high,low,close,splits
TSLA,2020-09-08 15:59:00,330.54998779296875,813111.0,330.6099853515625,329.8800048828125,330.0199890136719,0.0
TSLA,2020-09-08 15:58:00,330.1700134277344,404049.0,330.6099853515625,330.010009765625,330.5,0.0
TSLA,2020-09-08 15:57:00,330.635009765625,492656.0,330.8500061035156,330.010009765625,330.1835021972656,0.0
TSLA,2020-09-08 15:56:00,331.4700012207031,441254.0,331.70001220703125,330.04998779296875,330.65008544921875,0.0
TSLA,2020-09-08 15:55:00,330.9342041015625,338671.0,331.75,330.75,331.3913879394531,0.0
TSLA,2020-09-08 15:54:00,331.5801086425781,441757.0,332.1000061035156,330.6600036621094,330.9031066894531,0.0
TSLA,2020-09-08 15:53:00,331.989990234375,344608.0,332.3900146484375,331.0,331.8900146484375,0.0
TSLA,2020-09-08 15:52:00,330.6499938964844,388375.0,332.1700134277344,330.5,331.94500732421875,0.0
TSLA,2020-09-08 15:51:00,332.7499084472656,484033.0,332.75,330.5,330.6099853515625,0.0
TSLA,2020-09-08 15:50:00,332.07000732421875,488884.0,333.4800109863281,331.29998779296875,332.7300109863281,0.0
TSLA,2020-09-08 15:49:00,332.8800048828125,369940.0,332.8800048828125,331.3399963378906,332.1376953125,0.0
TSLA,2020-09-08 15:48:00,331.6199951171875,388957.0,332.94000244140625,331.2699890136719,332.69000244140625,0.0
TSLA,2020-09-08 15:47:00,333.6499938964844,463554.0,333.8999938964844,331.5,331.70001220703125,0.0
TSLA,2020-09-08 15:46:00,333.2699890136719,325305.0,334.3900146484375,333.260009765625,333.82989501953125,0.0
TSLA,2020-09-08 15:45:00,335.4419860839844,751258.0,335.69000244140625,333.25,333.3982849121094,0.0
TSLA,2020-09-08 15:44:00,336.3116149902344,209820.0,336.3116149902344,335.1499938964844,335.4549865722656,0.0
TSLA,2020-09-08 15:43:00,335.2049865722656,351494.0,336.9399108886719,335.1400146484375,336.19769287109375,0.0
TSLA,2020-09-08 15:42:00,335.37060546875,282045.0,335.8900146484375,335.0199890136719,335.260009765625,0.0
TSLA,2020-09-08 15:41:00,336.1466064453125,332363.0,337.20001220703125,335.1000061035156,335.44989013671875,0.0
TSLA,2020-09-08 15:40:00,337.04638671875,225122.0,337.30999755859375,336.0,336.3511047363281,0.0
TSLA,2020-09-08 15:39:00,337.2622985839844,295958.0,337.5450134277344,336.0199890136719,337.1600036621094,0.0
TSLA,2020-09-08 15:38:00,338.7799987792969,173131.0,338.80999755859375,337.010009765625,337.30999755859375,0.0
TSLA,2020-09-08 15:37:00,338.760009765625,143743.0,339.55999755859375,338.5,338.7799987792969,0.0
TSLA,2020-09-08 15:36:00,338.69000244140625,169024.0,339.57000732421875,338.2355041503906,338.8599853515625,0.0
TSLA,2020-09-08 15:35:00,338.54998779296875,188173.0,339.0,337.8800048828125,338.7900085449219,0.0
