symbol,date,high,volume,close,open,low,dividends
ADM.L,2020-09-09 13:05:40,2665.0,0.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 13:04:00,2669.0,865.0,2668.0,2669.0,2668.0,0.0
ADM.L,2020-09-09 13:01:00,2669.0,927.0,2669.0,2668.0,2667.0,0.0
ADM.L,2020-09-09 13:00:00,2668.0,350.0,2668.0,2668.0,2668.0,0.0
ADM.L,2020-09-09 12:59:00,2667.0,250.0,2667.0,2666.0,2666.0,0.0
ADM.L,2020-09-09 12:56:00,2667.0,475.0,2667.0,2666.0,2666.0,0.0
ADM.L,2020-09-09 12:55:00,2667.0,570.0,2666.0,2667.0,2666.0,0.0
ADM.L,2020-09-09 12:54:00,2667.0,906.0,2667.0,2667.0,2667.0,0.0
ADM.L,2020-09-09 12:53:00,2668.0,1.0,2668.0,2668.0,2668.0,0.0
ADM.L,2020-09-09 12:51:00,2667.0,122.0,2667.0,2667.0,2667.0,0.0
ADM.L,2020-09-09 12:50:00,2667.0,248.0,2667.0,2666.0,2666.0,0.0
ADM.L,2020-09-09 12:48:00,2667.0,545.0,2666.0,2667.0,2666.0,0.0
ADM.L,2020-09-09 12:47:00,2667.0,494.0,2667.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:46:00,2665.0,522.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:45:00,2666.0,160.0,2666.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:44:00,2666.0,1054.0,2664.0,2666.0,2664.0,0.0
ADM.L,2020-09-09 12:43:00,2665.0,203.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:42:00,2664.0,410.0,2664.0,2664.0,2664.0,0.0
ADM.L,2020-09-09 12:41:00,2663.0,523.0,2663.0,2662.0,2662.0,0.0
ADM.L,2020-09-09 12:40:00,2662.0,1209.0,2661.0,2662.0,2661.0,0.0
ADM.L,2020-09-09 12:39:00,2663.0,411.0,2663.0,2663.0,2663.0,0.0
ADM.L,2020-09-09 12:38:00,2661.0,308.0,2661.0,2661.0,2661.0,0.0
ADM.L,2020-09-09 12:36:00,2663.0,3597.0,2661.0,2663.0,2659.833984375,0.0
ADM.L,2020-09-09 12:35:00,2663.0,254.0,2663.0,2662.0,2662.0,0.0
ADM.L,2020-09-09 12:34:00,2661.0,183.0,2661.0,2661.0,2661.0,0.0
ADM.L,2020-09-09 12:33:00,2664.0,1796.0,2662.0,2664.0,2662.0,0.0
ADM.L,2020-09-09 12:32:00,2665.0,173.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:31:00,2665.0,150.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:29:00,2665.0,45.0,2665.0,2665.0,2665.0,0.0
ADM.L,2020-09-09 12:26:00,2665.0,238.0,2664.0,2664.0,2664.0,0.0
ADM.L,2020-09-09 12:25:00,2664.0,1038.0,2664.0,2662.0,2662.0,0.0
ADM.L,2020-09-09 12:24:00,2662.0,751.0,2662.0,2662.0,2662.0,0.0
ADM.L,2020-09-09 12:22:00,2661.0,83.0,2661.0,2661.0,2661.0,0.0
ADM.L,2020-09-09 12:21:00,2661.0,979.0,2660.0,2661.0,2660.0,0.0
ADM.L,2020-09-09 12:20:00,2663.0,496.0,2663.0,2662.01025390625,2662.01025390625,0.0
ADM.L,2020-09-09 12:19:00,2663.0,680.0,2663.0,2661.0,2661.0,0.0
ADM.L,2020-09-09 12:18:00,2659.0,1620.0,2659.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:16:00,2657.0,233.0,2657.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:14:00,2656.0,227.0,2655.489990234375,2656.0,2655.489990234375,0.0
ADM.L,2020-09-09 12:13:00,2656.0,1749.0,2655.0,2656.0,2655.0,0.0
ADM.L,2020-09-09 12:12:00,2657.0,1595.0,2657.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:11:00,2658.0,1260.0,2657.0,2658.0,2657.0,0.0
ADM.L,2020-09-09 12:10:00,2658.0,100.0,2658.0,2658.0,2658.0,0.0
ADM.L,2020-09-09 12:09:00,2658.0,228.0,2658.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:08:00,2657.0,153.0,2657.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:07:00,2657.0,178.0,2657.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 12:05:00,2659.0,7369.0,2656.0,2659.0,2656.0,0.0
ADM.L,2020-09-09 12:04:00,2661.0,237.0,2660.0,2661.0,2660.0,0.0
ADM.L,2020-09-09 12:03:00,2664.0,2657.0,2661.0,2663.0,2661.0,0.0
ADM.L,2020-09-09 12:02:00,2665.0,1240.0,2663.0,2665.0,2662.0,0.0
ADM.L,2020-09-09 11:58:00,2660.0,786.0,2660.0,2658.0,2658.0,0.0
ADM.L,2020-09-09 11:57:00,2660.01025390625,694.0,2659.0,2660.01025390625,2659.0,0.0
ADM.L,2020-09-09 11:56:00,2661.0,651.0,2660.0,2660.0,2660.0,0.0
ADM.L,2020-09-09 11:55:00,2659.0,501.0,2658.489990234375,2659.0,2658.489990234375,0.0
ADM.L,2020-09-09 11:54:00,2658.0,150.0,2658.0,2658.0,2658.0,0.0
ADM.L,2020-09-09 11:52:00,2658.0,324.0,2658.0,2658.0,2657.0,0.0
ADM.L,2020-09-09 11:51:00,2658.0,115.0,2658.0,2658.0,2658.0,0.0
ADM.L,2020-09-09 11:50:00,2658.0,296.0,2657.0,2658.0,2657.0,0.0
ADM.L,2020-09-09 11:49:00,2657.0,980.0,2656.0,2656.0,2656.0,0.0
ADM.L,2020-09-09 11:46:00,2661.0,258.0,2659.0,2661.0,2659.0,0.0
ADM.L,2020-09-09 11:45:00,2663.0,1064.0,2662.0,2663.0,2662.0,0.0
ADM.L,2020-09-09 11:44:00,2663.0,466.0,2663.0,2662.0,2662.0,0.0
ADM.L,2020-09-09 11:43:00,2663.0,489.0,2663.0,2661.0,2661.0,0.0
ADM.L,2020-09-09 11:42:00,2661.0,368.0,2661.0,2659.0,2659.0,0.0
ADM.L,2020-09-09 11:41:00,2659.0,5.0,2659.0,2659.0,2659.0,0.0
ADM.L,2020-09-09 11:40:00,2659.0,3067.0,2658.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 11:39:00,2656.0,1542.0,2656.0,2653.0,2652.0,0.0
ADM.L,2020-09-09 11:37:00,2653.0,566.0,2652.0,2652.0,2652.0,0.0
ADM.L,2020-09-09 11:36:00,2652.0,1400.0,2652.0,2650.0,2649.0,0.0
ADM.L,2020-09-09 11:34:00,2650.0,366.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 11:32:00,2652.0,757.0,2651.0,2652.0,2651.0,0.0
ADM.L,2020-09-09 11:31:00,2653.85693359375,2245.0,2653.85693359375,2652.0,2652.0,0.0
ADM.L,2020-09-09 11:30:00,2653.0,31.0,2653.0,2653.0,2653.0,0.0
ADM.L,2020-09-09 11:29:00,2653.0,1431.0,2653.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 11:28:00,2649.0,31.0,2649.0,2649.0,2649.0,0.0
ADM.L,2020-09-09 11:27:00,2649.0,254.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 11:25:00,2648.0,364.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 11:24:00,2650.0400390625,4392.0,2650.0400390625,2650.0400390625,2650.0400390625,0.0
ADM.L,2020-09-09 11:23:00,2649.0,754.0,2647.97998046875,2649.0,2647.97998046875,0.0
ADM.L,2020-09-09 11:22:00,2650.0,49.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 11:21:00,2650.0,120.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 11:20:00,2652.0,15.0,2652.0,2652.0,2652.0,0.0
ADM.L,2020-09-09 11:19:00,2653.97998046875,214.0,2653.97998046875,2653.0,2653.0,0.0
ADM.L,2020-09-09 11:18:00,2654.0,402.0,2654.0,2654.0,2654.0,0.0
ADM.L,2020-09-09 11:17:00,2653.0,749.0,2653.0,2652.02001953125,2652.02001953125,0.0
ADM.L,2020-09-09 11:16:00,2652.0,465.0,2652.0,2652.0,2650.0,0.0
ADM.L,2020-09-09 11:15:00,2654.2548828125,976.0,2654.0,2654.2548828125,2654.0,0.0
ADM.L,2020-09-09 11:14:00,2656.0,317.0,2655.0,2656.0,2655.0,0.0
ADM.L,2020-09-09 11:13:00,2657.0,116.0,2656.0,2657.0,2656.0,0.0
ADM.L,2020-09-09 11:12:00,2658.2373046875,297.0,2658.0,2658.2373046875,2658.0,0.0
ADM.L,2020-09-09 11:11:00,2660.0,1193.0,2659.0,2657.0,2657.0,0.0
ADM.L,2020-09-09 11:10:00,2657.02001953125,703.0,2657.02001953125,2656.0,2656.0,0.0
ADM.L,2020-09-09 11:08:00,2655.0,359.0,2654.0,2655.0,2654.0,0.0
ADM.L,2020-09-09 11:07:00,2655.0,876.0,2655.0,2654.0,2654.0,0.0
ADM.L,2020-09-09 11:06:00,2651.0,89010.0,2651.0,2651.0,2651.0,0.0
ADM.L,2020-09-09 11:04:00,2650.2548828125,0.0,2650.2548828125,2650.2548828125,2650.2548828125,0.0
ADM.L,2020-09-09 11:01:00,2652.0,423.0,2651.0,2652.0,2651.0,0.0
ADM.L,2020-09-09 11:00:00,2652.0,317.0,2652.0,2652.0,2652.0,0.0
ADM.L,2020-09-09 10:57:00,2652.0,441.0,2651.0,2652.0,2651.0,0.0
ADM.L,2020-09-09 10:56:00,2653.0,443.0,2652.0,2651.97998046875,2651.97998046875,0.0
ADM.L,2020-09-09 10:55:00,2652.0,268.0,2652.0,2651.2548828125,2651.2548828125,0.0
ADM.L,2020-09-09 10:54:00,2652.0,444.0,2652.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 10:53:00,2650.0,399.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 10:52:00,2652.0,299.0,2651.0,2652.0,2651.0,0.0
ADM.L,2020-09-09 10:51:00,2652.97998046875,820.0,2652.0,2652.97998046875,2652.0,0.0
ADM.L,2020-09-09 10:50:00,2653.02001953125,1290.0,2653.02001953125,2651.0,2651.0,0.0
ADM.L,2020-09-09 10:47:00,2650.0,1009.0,2650.0,2649.0,2649.0,0.0
ADM.L,2020-09-09 10:46:00,2648.0,319.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 10:45:00,2648.0,119.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 10:41:00,2647.382568359375,427.0,2647.0,2647.382568359375,2647.0,0.0
ADM.L,2020-09-09 10:38:00,2649.0,444.0,2649.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 10:37:00,2648.0,269.0,2648.0,2646.0,2646.0,0.0
ADM.L,2020-09-09 10:35:00,2648.0,500.0,2646.0,2648.0,2646.0,0.0
ADM.L,2020-09-09 10:34:00,2647.0,400.0,2647.0,2647.0,2647.0,0.0
ADM.L,2020-09-09 10:33:00,2647.0,1277.0,2647.0,2645.0,2645.0,0.0
ADM.L,2020-09-09 10:32:00,2647.0,448.0,2645.0,2647.0,2645.0,0.0
ADM.L,2020-09-09 10:31:00,2647.0,1063.0,2647.0,2645.530029296875,2645.0,0.0
ADM.L,2020-09-09 10:30:00,2647.0,275.0,2647.0,2647.0,2647.0,0.0
ADM.L,2020-09-09 10:29:00,2648.0,177.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 10:28:00,2649.97998046875,198.0,2649.0,2649.97998046875,2649.0,0.0
ADM.L,2020-09-09 10:27:00,2650.0,209.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 10:26:00,2653.0,1076.0,2651.0,2653.0,2651.0,0.0
ADM.L,2020-09-09 10:25:00,2653.0,524.0,2653.0,2653.0,2653.0,0.0
ADM.L,2020-09-09 10:23:00,2652.0,86.0,2652.0,2652.0,2652.0,0.0
ADM.L,2020-09-09 10:22:00,2650.0,149.0,2650.0,2650.0,2650.0,0.0
ADM.L,2020-09-09 10:21:00,2650.0,796.0,2650.0,2649.0,2649.0,0.0
ADM.L,2020-09-09 10:20:00,2648.0,143.0,2648.0,2648.0,2648.0,0.0
ADM.L,2020-09-09 10:19:00,2648.0,418.0,2648.0,2647.0,2647.0,0.0
ADM.L,2020-09-09 10:18:00,2646.0,864.0,2646.0,2645.01025390625,2645.01025390625,0.0
ADM.L,2020-09-09 10:16:00,2645.0,269.0,2645.0,2645.0,2645.0,0.0
ADM.L,2020-09-09 10:15:00,2643.0,44.0,2643.0,2643.0,2643.0,0.0
ADM.L,2020-09-09 10:14:00,2641.0,59.0,2641.0,2641.0,2641.0,0.0
ADM.L,2020-09-09 10:13:00,2640.0,150.0,2640.0,2640.0,2640.0,0.0
ADM.L,2020-09-09 10:12:00,2641.0,828.0,2641.0,2639.0,2639.0,0.0
ADM.L,2020-09-09 10:11:00,2639.0,1226.0,2638.0,2639.0,2638.0,0.0
ADM.L,2020-09-09 10:10:00,2639.0,878.0,2638.0,2639.0,2638.0,0.0
ADM.L,2020-09-09 10:09:00,2640.0,667.0,2639.505126953125,2640.0,2639.0,0.0
ADM.L,2020-09-09 10:08:00,2640.0,3556.0,2638.0,2638.0,2638.0,0.0
ADM.L,2020-09-09 10:07:00,2637.0,778.0,2637.0,2635.0,2635.0,0.0
ADM.L,2020-09-09 10:05:00,2635.0,278.0,2635.0,2635.0,2635.0,0.0
ADM.L,2020-09-09 10:04:00,2637.0,218.0,2636.0,2637.0,2636.0,0.0
ADM.L,2020-09-09 10:03:00,2638.0,251.0,2638.0,2638.0,2637.0,0.0
ADM.L,2020-09-09 10:02:00,2640.0,797.0,2639.0,2640.0,2639.0,0.0
ADM.L,2020-09-09 10:01:00,2641.0,803.0,2641.0,2641.0,2641.0,0.0
ADM.L,2020-09-09 10:00:00,2642.0,441.0,2641.0,2642.0,2641.0,0.0
ADM.L,2020-09-09 09:59:00,2642.0,1399.0,2642.0,2641.0,2640.0,0.0
