symbol,date,close,high,low,open,volume
PRU.L,2020-09-09 13:05:31,1150.5,1150.5,1150.5,1150.5,0.0
PRU.L,2020-09-09 13:04:00,1151.0,1151.5,1151.0,1151.5,425.0
PRU.L,2020-09-09 13:01:00,1151.0,1151.0,1150.5,1150.5,1319.0
PRU.L,2020-09-09 13:00:00,1150.25,1150.25,1148.5,1149.0,3950.0
PRU.L,2020-09-09 12:59:00,1149.5,1150.0,1149.5,1150.0,1169.0
PRU.L,2020-09-09 12:58:00,1149.5,1150.0,1149.5,1150.0,7524.0
PRU.L,2020-09-09 12:57:00,1150.5,1151.0,1150.5,1151.0,2906.0
PRU.L,2020-09-09 12:56:00,1151.0,1151.0,1151.0,1151.0,665.0
PRU.L,2020-09-09 12:55:00,1152.0,1152.5,1152.0,1152.5,3920.0
PRU.L,2020-09-09 12:54:00,1152.0,1152.0,1151.5,1152.0,3286.0
PRU.L,2020-09-09 12:53:00,1152.0,1152.0,1152.0,1152.0,1998.0
PRU.L,2020-09-09 12:52:00,1151.5,1151.5,1151.5,1151.5,1749.0
PRU.L,2020-09-09 12:51:00,1151.5,1152.2498779296875,1151.5,1152.2498779296875,5406.0
PRU.L,2020-09-09 12:50:00,1152.5,1152.5,1151.0,1151.0,4308.0
PRU.L,2020-09-09 12:49:00,1151.5,1151.5,1151.5,1151.5,220.0
PRU.L,2020-09-09 12:48:00,1151.0,1151.0,1150.5,1151.0,2697.0
PRU.L,2020-09-09 12:47:00,1151.0,1151.0,1150.0,1150.0,5066.0
PRU.L,2020-09-09 12:45:00,1151.0,1151.5,1150.0,1150.0,67428.0
PRU.L,2020-09-09 12:44:00,1149.5,1149.5,1149.5,1149.5,1495.0
PRU.L,2020-09-09 12:43:00,1148.5,1148.5,1148.5,1148.5,80.0
PRU.L,2020-09-09 12:41:00,1146.5,1146.5,1146.0,1146.0,3149.0
PRU.L,2020-09-09 12:40:00,1146.5,1147.5,1146.5,1147.5,3870.0
PRU.L,2020-09-09 12:38:00,1146.5,1146.5,1146.0,1146.0,3132.0
PRU.L,2020-09-09 12:37:00,1145.6064453125,1145.6064453125,1145.6064453125,1145.6064453125,1500.0
PRU.L,2020-09-09 12:36:00,1145.5,1145.5,1145.5,1145.5,436.0
PRU.L,2020-09-09 12:35:00,1146.010009765625,1146.010009765625,1146.0,1146.0,1647.0
PRU.L,2020-09-09 12:34:00,1146.0,1146.0,1146.0,1146.0,90.0
PRU.L,2020-09-09 12:33:00,1146.0,1146.0,1145.5,1146.0,1661.0
PRU.L,2020-09-09 12:32:00,1146.5,1146.5,1146.0,1146.0,6353.0
PRU.L,2020-09-09 12:31:00,1146.0,1146.0,1146.0,1146.0,2532.0
PRU.L,2020-09-09 12:30:00,1146.0,1146.494873046875,1146.0,1146.494873046875,279.0
PRU.L,2020-09-09 12:29:00,1146.489990234375,1146.489990234375,1146.489990234375,1146.489990234375,253.0
PRU.L,2020-09-09 12:28:00,1145.5,1145.5,1145.5,1145.5,1540.0
PRU.L,2020-09-09 12:27:00,1145.2132568359375,1145.2132568359375,1145.2132568359375,1145.2132568359375,750.0
PRU.L,2020-09-09 12:26:00,1145.5,1146.0,1145.5,1146.0,1683.0
PRU.L,2020-09-09 12:25:00,1146.0,1146.0,1145.0,1146.0,2601.0
PRU.L,2020-09-09 12:24:00,1146.5,1146.5,1146.5,1146.5,4197.0
PRU.L,2020-09-09 12:23:00,1146.5,1147.0,1146.5,1147.0,5247.0
PRU.L,2020-09-09 12:21:00,1146.0,1146.5,1145.5,1146.5,9377.0
PRU.L,2020-09-09 12:20:00,1145.5,1145.5,1145.5,1145.5,545.0
PRU.L,2020-09-09 12:19:00,1146.0,1146.0,1146.0,1146.0,1359.0
PRU.L,2020-09-09 12:18:00,1146.0,1146.0,1145.0,1145.0,2624.0
PRU.L,2020-09-09 12:16:00,1145.0,1145.0,1144.5,1144.5,1481.0
PRU.L,2020-09-09 12:15:00,1144.7525634765625,1144.7525634765625,1144.0,1144.0,3849.0
PRU.L,2020-09-09 12:14:00,1144.0,1144.0,1143.5,1143.5,6051.0
PRU.L,2020-09-09 12:13:00,1143.532470703125,1143.532470703125,1143.532470703125,1143.532470703125,275.0
PRU.L,2020-09-09 12:12:00,1144.5,1145.5,1144.5,1145.0,1648.0
PRU.L,2020-09-09 12:11:00,1145.5,1145.5,1145.0,1145.0,4608.0
PRU.L,2020-09-09 12:10:00,1144.5,1145.505126953125,1144.5,1145.0,2670.0
PRU.L,2020-09-09 12:09:00,1145.0,1145.0,1143.5048828125,1143.5048828125,3388.0
PRU.L,2020-09-09 12:08:00,1144.0,1144.0,1143.5,1143.5,2051.0
PRU.L,2020-09-09 12:07:00,1143.5,1144.0,1143.5,1144.0,3266.0
PRU.L,2020-09-09 12:06:00,1143.510009765625,1143.510009765625,1143.510009765625,1143.510009765625,260.0
PRU.L,2020-09-09 12:05:00,1143.5,1144.0,1143.5,1144.0,2932.0
PRU.L,2020-09-09 12:04:00,1144.5,1145.0,1144.5,1144.5,6566.0
PRU.L,2020-09-09 12:03:00,1145.0,1146.0,1145.0,1145.5,6764.0
PRU.L,2020-09-09 12:02:00,1145.5,1145.5,1143.5,1143.5,2680.0
PRU.L,2020-09-09 11:59:00,1144.5,1144.5,1144.5,1144.5,999.0
PRU.L,2020-09-09 11:58:00,1144.0,1144.0,1143.5,1143.5,2487.0
PRU.L,2020-09-09 11:57:00,1144.0,1145.0,1144.0,1145.0,1070.0
PRU.L,2020-09-09 11:55:00,1145.5,1145.5,1144.9998779296875,1144.9998779296875,1960.0
PRU.L,2020-09-09 11:54:00,1145.0,1145.0,1144.5,1144.5,1602.0
PRU.L,2020-09-09 11:52:00,1144.510009765625,1145.0,1144.510009765625,1145.0,3601.0
PRU.L,2020-09-09 11:51:00,1145.5,1145.5,1145.5,1145.5,878.0
PRU.L,2020-09-09 11:48:00,1146.5780029296875,1146.5780029296875,1146.0,1146.0,4459.0
PRU.L,2020-09-09 11:47:00,1145.5,1145.5,1145.5,1145.5,2926.0
PRU.L,2020-09-09 11:45:00,1146.010009765625,1146.5,1146.0,1146.0,2664.0
PRU.L,2020-09-09 11:44:00,1146.0,1146.0,1146.0,1146.0,1540.0
PRU.L,2020-09-09 11:43:00,1145.810546875,1145.810546875,1145.5,1145.5,1200.0
PRU.L,2020-09-09 11:42:00,1145.5,1145.5,1144.0,1144.0,10478.0
PRU.L,2020-09-09 11:41:00,1144.030029296875,1144.5,1144.030029296875,1144.5,1023.0
PRU.L,2020-09-09 11:39:00,1144.5,1144.5,1144.2193603515625,1144.2193603515625,1681.0
PRU.L,2020-09-09 11:37:00,1144.0,1144.5,1144.0,1144.5,3267.0
PRU.L,2020-09-09 11:36:00,1144.0,1144.5,1143.5,1143.5,4816.0
PRU.L,2020-09-09 11:35:00,1144.359619140625,1144.359619140625,1144.359619140625,1144.359619140625,1000.0
PRU.L,2020-09-09 11:34:00,1144.5,1144.5,1143.5,1144.5,8378.0
PRU.L,2020-09-09 11:33:00,1144.0,1144.0,1143.5,1143.5,1770.0
PRU.L,2020-09-09 11:32:00,1144.0,1144.5,1143.5,1144.0,3495.0
PRU.L,2020-09-09 11:31:00,1144.0,1144.5,1144.0,1144.0,3300.0
PRU.L,2020-09-09 11:30:00,1143.5,1143.5,1141.0299072265625,1142.5,5332.0
PRU.L,2020-09-09 11:29:00,1141.5,1141.5,1139.5,1139.5,7734.0
PRU.L,2020-09-09 11:28:00,1139.0,1139.0,1139.0,1139.0,164.0
PRU.L,2020-09-09 11:27:00,1139.0,1139.0,1138.5,1138.5,2189.0
PRU.L,2020-09-09 11:26:00,1138.799560546875,1138.799560546875,1138.799560546875,1138.799560546875,2227.0
PRU.L,2020-09-09 11:25:00,1138.5,1138.5,1138.5,1138.5,1514.0
PRU.L,2020-09-09 11:24:00,1139.0,1139.505126953125,1139.0,1139.505126953125,582.0
PRU.L,2020-09-09 11:22:00,1140.0,1140.0,1139.5,1139.5,1072.0
PRU.L,2020-09-09 11:21:00,1139.5,1139.6534423828125,1138.75244140625,1139.6534423828125,6083.0
PRU.L,2020-09-09 11:18:00,1140.0,1140.0,1140.0,1140.0,850.0
PRU.L,2020-09-09 11:17:00,1140.5,1141.0,1140.5,1140.5,2675.0
PRU.L,2020-09-09 11:16:00,1140.0,1140.0,1140.0,1140.0,710.0
PRU.L,2020-09-09 11:15:00,1140.5,1140.5,1140.5,1140.5,170.0
PRU.L,2020-09-09 11:14:00,1141.0,1141.0,1141.0,1141.0,2082.0
PRU.L,2020-09-09 11:13:00,1141.499755859375,1141.499755859375,1141.499755859375,1141.499755859375,6.0
PRU.L,2020-09-09 11:11:00,1142.5,1142.5,1142.5,1142.5,1615.0
PRU.L,2020-09-09 11:09:00,1142.010009765625,1142.010009765625,1141.5,1142.0,5282.0
PRU.L,2020-09-09 11:08:00,1141.489990234375,1141.5,1141.489990234375,1141.5,893.0
PRU.L,2020-09-09 11:07:00,1142.406494140625,1142.5,1142.0,1142.5,3116.0
PRU.L,2020-09-09 11:06:00,1142.0,1142.0,1141.5,1141.5,2368.0
PRU.L,2020-09-09 11:05:00,1140.5299072265625,1141.5,1140.5299072265625,1141.5,1968.0
PRU.L,2020-09-09 11:04:00,1142.5,1143.010009765625,1142.5,1143.010009765625,440.0
PRU.L,2020-09-09 11:03:00,1143.5,1143.5,1142.994873046875,1142.994873046875,373.0
PRU.L,2020-09-09 11:02:00,1143.5,1143.5,1143.5,1143.5,473.0
PRU.L,2020-09-09 11:01:00,1143.5,1144.0,1143.5,1144.0,1573.0
PRU.L,2020-09-09 11:00:00,1144.0,1144.0,1143.5,1143.5,4341.0
PRU.L,2020-09-09 10:57:00,1145.0,1145.0,1143.0,1143.0,318.0
PRU.L,2020-09-09 10:56:00,1143.0,1143.0,1142.5,1142.5,1007.0
PRU.L,2020-09-09 10:55:00,1142.0,1143.0,1142.0,1143.0,3705.0
PRU.L,2020-09-09 10:54:00,1143.0,1143.0,1143.0,1143.0,348.0
PRU.L,2020-09-09 10:53:00,1143.5,1143.5,1142.0,1142.0,2797.0
PRU.L,2020-09-09 10:52:00,1142.0,1142.5,1142.0,1142.5,3022.0
PRU.L,2020-09-09 10:51:00,1142.5,1142.5,1142.0,1142.0,4976.0
PRU.L,2020-09-09 10:50:00,1142.0,1142.0,1142.0,1142.0,7297.0
