symbol,date,close,high,low,open,volume,dividends
BHP.L,2020-09-09 13:05:00,1715.800048828125,1716.199951171875,1715.0,1715.0,6911.0,0.0
BHP.L,2020-09-09 13:04:00,1715.4000244140625,1715.4000244140625,1714.0,1714.199951171875,9746.0,0.0
BHP.L,2020-09-09 13:03:00,1713.800048828125,1713.800048828125,1712.5999755859375,1712.5999755859375,2491.0,0.0
BHP.L,2020-09-09 13:02:00,1712.4000244140625,1713.5999755859375,1712.4000244140625,1713.5999755859375,1439.0,0.0
BHP.L,2020-09-09 13:01:00,1714.0,1714.0,1713.5999755859375,1713.5999755859375,3207.0,0.0
BHP.L,2020-09-09 13:00:00,1713.199951171875,1713.199951171875,1711.4000244140625,1712.4000244140625,9223.0,0.0
BHP.L,2020-09-09 12:59:00,1712.4000244140625,1713.0,1712.4000244140625,1713.0,1655.0,0.0
BHP.L,2020-09-09 12:58:00,1713.199951171875,1714.0,1713.199951171875,1713.800048828125,2404.0,0.0
BHP.L,2020-09-09 12:57:00,1713.4000244140625,1713.4000244140625,1712.800048828125,1713.4000244140625,3552.0,0.0
BHP.L,2020-09-09 12:56:00,1713.4000244140625,1714.199951171875,1713.199951171875,1714.199951171875,3517.0,0.0
BHP.L,2020-09-09 12:55:00,1714.199951171875,1714.5157470703125,1714.199951171875,1714.5157470703125,2471.0,0.0
BHP.L,2020-09-09 12:54:00,1714.0,1714.0,1713.5999755859375,1713.5999755859375,1000.0,0.0
BHP.L,2020-09-09 12:53:00,1713.800048828125,1713.800048828125,1713.3155517578125,1713.800048828125,1437.0,0.0
BHP.L,2020-09-09 12:52:00,1713.5999755859375,1713.5999755859375,1713.4000244140625,1713.4000244140625,362.0,0.0
BHP.L,2020-09-09 12:51:00,1713.199951171875,1714.800048828125,1713.199951171875,1714.800048828125,1869.0,0.0
BHP.L,2020-09-09 12:50:00,1714.4000244140625,1714.4000244140625,1712.4000244140625,1712.4000244140625,3043.0,0.0
BHP.L,2020-09-09 12:49:00,1712.5999755859375,1712.5999755859375,1712.4000244140625,1712.4000244140625,456.0,0.0
BHP.L,2020-09-09 12:48:00,1712.4000244140625,1712.4000244140625,1712.0,1712.0,1634.0,0.0
BHP.L,2020-09-09 12:47:00,1712.5999755859375,1712.696044921875,1712.0,1712.4000244140625,4123.0,0.0
BHP.L,2020-09-09 12:46:00,1713.4000244140625,1713.5999755859375,1713.0,1713.0,1717.0,0.0
BHP.L,2020-09-09 12:45:00,1712.800048828125,1714.0,1712.800048828125,1713.4000244140625,3393.0,0.0
BHP.L,2020-09-09 12:44:00,1713.0,1713.199951171875,1712.800048828125,1712.800048828125,1023.0,0.0
BHP.L,2020-09-09 12:43:00,1712.4000244140625,1713.0,1712.4000244140625,1712.4000244140625,3005.0,0.0
BHP.L,2020-09-09 12:42:00,1712.199951171875,1712.4000244140625,1711.5999755859375,1712.0,5018.0,0.0
BHP.L,2020-09-09 12:41:00,1712.0,1712.115478515625,1711.199951171875,1711.4000244140625,6892.0,0.0
