symbol,date,close,high,low,volume,open,dividends
0002.HK,2020-09-09 15:59:00,75.5,75.9000015258789,75.0999984741211,36500.0,75.4000015258789,0.0
0002.HK,2020-09-09 15:58:00,75.44999694824219,75.44999694824219,75.3499984741211,22000.0,75.4000015258789,0.0
0002.HK,2020-09-09 15:57:00,75.4000015258789,75.4000015258789,75.3499984741211,9500.0,75.3499984741211,0.0
0002.HK,2020-09-09 15:56:00,75.3499984741211,75.3499984741211,75.30000305175781,32500.0,75.3499984741211,0.0
0002.HK,2020-09-09 15:55:00,75.3499984741211,75.3499984741211,75.30000305175781,5000.0,75.3499984741211,0.0
0002.HK,2020-09-09 15:54:00,75.30000305175781,75.3499984741211,75.25,27500.0,75.30000305175781,0.0
0002.HK,2020-09-09 15:53:00,75.30000305175781,75.30000305175781,75.19999694824219,16000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:52:00,75.19999694824219,75.19999694824219,75.19999694824219,2000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:51:00,75.19999694824219,75.30000305175781,75.19999694824219,35500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:50:00,75.1500015258789,75.19999694824219,75.1500015258789,7500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:49:00,75.1500015258789,75.3499984741211,75.1500015258789,40000.0,75.30000305175781,0.0
0002.HK,2020-09-09 15:48:00,75.30000305175781,75.30000305175781,75.25,14500.0,75.30000305175781,0.0
0002.HK,2020-09-09 15:47:00,75.25,75.30000305175781,75.25,9000.0,75.30000305175781,0.0
0002.HK,2020-09-09 15:46:00,75.30000305175781,75.30000305175781,75.25,8000.0,75.25,0.0
0002.HK,2020-09-09 15:45:00,75.25,75.25,75.1500015258789,51500.0,75.1500015258789,0.0
0002.HK,2020-09-09 15:44:00,75.19999694824219,75.19999694824219,75.1500015258789,13000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:43:00,75.1500015258789,75.19999694824219,75.1500015258789,10000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:42:00,75.19999694824219,75.19999694824219,75.1500015258789,6000.0,75.1500015258789,0.0
0002.HK,2020-09-09 15:41:00,75.19999694824219,75.19999694824219,75.1500015258789,8000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:40:00,75.1500015258789,75.19999694824219,75.1500015258789,5500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:39:00,75.19999694824219,75.19999694824219,75.1500015258789,4000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:38:00,75.19999694824219,75.19999694824219,75.1500015258789,6000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:37:00,75.19999694824219,75.19999694824219,75.1500015258789,5000.0,75.1500015258789,0.0
0002.HK,2020-09-09 15:36:00,75.1500015258789,75.19999694824219,75.1500015258789,14000.0,75.1500015258789,0.0
0002.HK,2020-09-09 15:35:00,75.19999694824219,75.19999694824219,75.19999694824219,6500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:34:00,75.19999694824219,75.19999694824219,75.19999694824219,4500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:33:00,75.19999694824219,75.19999694824219,75.1500015258789,4500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:32:00,75.19999694824219,75.19999694824219,75.1500015258789,6000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:31:00,75.19999694824219,75.19999694824219,75.1500015258789,22000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:30:00,75.19999694824219,75.19999694824219,75.1500015258789,4000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:29:00,75.19999694824219,75.19999694824219,75.1500015258789,2500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:28:00,75.19999694824219,75.19999694824219,75.1500015258789,4500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:27:00,75.19999694824219,75.19999694824219,75.1500015258789,2500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:26:00,75.1500015258789,75.19999694824219,75.1500015258789,3000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:25:00,75.19999694824219,75.19999694824219,75.1500015258789,3500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:24:00,75.19999694824219,75.19999694824219,75.1500015258789,4000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:23:00,75.19999694824219,75.19999694824219,75.1500015258789,4500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:22:00,75.19999694824219,75.19999694824219,75.1500015258789,5000.0,75.1500015258789,0.0
0002.HK,2020-09-09 15:21:00,75.19999694824219,75.19999694824219,75.1500015258789,5500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:20:00,75.19999694824219,75.19999694824219,75.19999694824219,4000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:19:00,75.19999694824219,75.19999694824219,75.19999694824219,2500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:18:00,75.1500015258789,75.19999694824219,75.1500015258789,9500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:17:00,75.19999694824219,75.19999694824219,75.1500015258789,4000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:16:00,75.19999694824219,75.19999694824219,75.19999694824219,3500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:15:00,75.19999694824219,75.19999694824219,75.19999694824219,3500.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:14:00,75.19999694824219,75.19999694824219,75.19999694824219,5000.0,75.19999694824219,0.0
0002.HK,2020-09-09 15:13:00,75.19999694824219,75.19999694824219,75.1500015258789,14500.0,75.19999694824219,0.0
