symbol,date,close,high,low,volume,open
COST,2020-09-08 15:59:00,338.8699951171875,338.9599914550781,338.510009765625,57850.0,338.8999938964844
COST,2020-09-08 15:58:00,338.93499755859375,338.95001220703125,338.5899963378906,18699.0,338.6099853515625
COST,2020-09-08 15:57:00,338.6400146484375,338.8699035644531,338.54998779296875,14644.0,338.6099853515625
COST,2020-09-08 15:56:00,338.5849914550781,338.6199951171875,338.4700012207031,12807.0,338.50750732421875
COST,2020-09-08 15:55:00,338.5400085449219,338.6499938964844,338.3800048828125,15019.0,338.4800109863281
COST,2020-09-08 15:54:00,338.4100036621094,338.6199951171875,338.2200012207031,13973.0,338.30999755859375
COST,2020-09-08 15:53:00,338.32000732421875,338.5,338.20001220703125,7717.0,338.5
COST,2020-09-08 15:52:00,338.55999755859375,338.6929931640625,338.3699951171875,11036.0,338.6300048828125
COST,2020-09-08 15:51:00,338.6300048828125,338.7900085449219,338.4700012207031,8561.0,338.7900085449219
COST,2020-09-08 15:50:00,338.7799987792969,339.0400085449219,338.6099853515625,10504.0,339.0299987792969
COST,2020-09-08 15:49:00,339.0799865722656,339.0799865722656,338.70001220703125,9988.0,338.7099914550781
COST,2020-09-08 15:48:00,338.7243957519531,339.0,338.42999267578125,6822.0,338.42999267578125
COST,2020-09-08 15:47:00,338.4280090332031,338.92999267578125,338.2699890136719,8175.0,338.82000732421875
COST,2020-09-08 15:46:00,338.8949890136719,339.1588134765625,338.79998779296875,13952.0,339.1199951171875
COST,2020-09-08 15:45:00,339.1400146484375,339.3900146484375,339.04998779296875,9415.0,339.29998779296875
COST,2020-09-08 15:44:00,339.3699951171875,339.5199890136719,339.260009765625,6312.0,339.5199890136719
COST,2020-09-08 15:43:00,339.55999755859375,339.5799865722656,339.29998779296875,4843.0,339.44000244140625
COST,2020-09-08 15:42:00,339.3599853515625,339.55999755859375,339.3399963378906,4196.0,339.55999755859375
COST,2020-09-08 15:41:00,339.489990234375,339.5199890136719,339.2300109863281,9817.0,339.2900085449219
COST,2020-09-08 15:40:00,339.20001220703125,339.739990234375,339.20001220703125,10141.0,339.70001220703125
COST,2020-09-08 15:39:00,339.6000061035156,339.82000732421875,339.6000061035156,8746.0,339.82000732421875
COST,2020-09-08 15:38:00,339.7900085449219,340.0264892578125,339.760009765625,14627.0,339.8999938964844
COST,2020-09-08 15:37:00,339.98529052734375,340.0299987792969,339.8399963378906,5857.0,339.96038818359375
COST,2020-09-08 15:36:00,339.94500732421875,339.9898986816406,339.6199951171875,4158.0,339.6199951171875
COST,2020-09-08 15:35:00,339.5199890136719,339.5199890136719,339.1412048339844,3834.0,339.1412048339844
COST,2020-09-08 15:34:00,339.1300048828125,339.6499938964844,339.1300048828125,7492.0,339.6449890136719
COST,2020-09-08 15:33:00,339.6400146484375,339.7099914550781,339.5899963378906,3325.0,339.70001220703125
COST,2020-09-08 15:32:00,339.6700134277344,339.7898864746094,339.5400085449219,4508.0,339.5400085449219
COST,2020-09-08 15:31:00,339.489990234375,339.67999267578125,339.4158020019531,5562.0,339.6199951171875
COST,2020-09-08 15:30:00,339.7300109863281,339.885009765625,339.4700012207031,5728.0,339.4700012207031
COST,2020-09-08 15:29:00,339.4949951171875,339.6300048828125,339.4949951171875,4831.0,339.5150146484375
COST,2020-09-08 15:28:00,339.57000732421875,339.67498779296875,339.54998779296875,1811.0,339.6549987792969
COST,2020-09-08 15:27:00,339.54998779296875,339.54998779296875,339.4100036621094,5113.0,339.45001220703125
COST,2020-09-08 15:26:00,339.3800048828125,339.3900146484375,339.1700134277344,5014.0,339.30999755859375
COST,2020-09-08 15:25:00,339.2101135253906,339.8900146484375,339.20001220703125,5897.0,339.6400146484375
COST,2020-09-08 15:24:00,339.6300048828125,339.6400146484375,339.4599914550781,5261.0,339.4800109863281
COST,2020-09-08 15:23:00,339.5199890136719,339.54998779296875,339.4200134277344,2623.0,339.4599914550781
COST,2020-09-08 15:22:00,339.4849853515625,339.5899963378906,339.3299865722656,5453.0,339.4200134277344
COST,2020-09-08 15:21:00,339.3599853515625,339.3599853515625,339.1000061035156,5079.0,339.1297912597656
COST,2020-09-08 15:20:00,339.1600036621094,339.3299865722656,339.07000732421875,4724.0,339.1000061035156
COST,2020-09-08 15:19:00,339.0450134277344,339.0899963378906,338.8399963378906,12027.0,338.88800048828125
COST,2020-09-08 15:18:00,338.7699890136719,339.0199890136719,338.7699890136719,1593.0,338.9599914550781
COST,2020-09-08 15:17:00,338.9700012207031,339.3096923828125,338.9700012207031,2811.0,339.07000732421875
COST,2020-09-08 15:16:00,338.9599914550781,338.9599914550781,338.4599914550781,5643.0,338.8500061035156
COST,2020-09-08 15:15:00,338.9599914550781,339.1099853515625,338.8500061035156,1685.0,339.1099853515625
COST,2020-09-08 15:14:00,339.1700134277344,339.239990234375,338.9599914550781,5637.0,339.239990234375
COST,2020-09-08 15:13:00,339.20001220703125,339.32000732421875,339.1499938964844,2417.0,339.32000732421875
COST,2020-09-08 15:12:00,339.2749938964844,339.4700012207031,339.1629943847656,3586.0,339.3299865722656
COST,2020-09-08 15:11:00,339.260009765625,339.45001220703125,339.2250061035156,3477.0,339.4100036621094
COST,2020-09-08 15:10:00,339.2550048828125,339.3299865722656,338.6300048828125,7227.0,338.6300048828125
COST,2020-09-08 15:09:00,338.6000061035156,338.6000061035156,338.3995056152344,3119.0,338.5199890136719
COST,2020-09-08 15:08:00,338.6000061035156,338.64990234375,338.44000244140625,3511.0,338.5799865722656
COST,2020-09-08 15:07:00,338.5400085449219,338.7099914550781,338.44000244140625,3751.0,338.510009765625
COST,2020-09-08 15:06:00,338.4949951171875,338.7300109863281,338.4949951171875,3168.0,338.6000061035156
COST,2020-09-08 15:05:00,338.6000061035156,338.7099914550781,338.20001220703125,9004.0,338.20001220703125
COST,2020-09-08 15:04:00,338.29791259765625,338.75,338.17999267578125,7845.0,338.75
COST,2020-09-08 15:03:00,338.8399963378906,339.0299987792969,338.8399963378906,2055.0,338.9049987792969
COST,2020-09-08 15:02:00,339.17999267578125,339.42779541015625,339.0400085449219,4382.0,339.42779541015625
COST,2020-09-08 15:01:00,339.3450012207031,339.6968078613281,339.3450012207031,4974.0,339.60760498046875
COST,2020-09-08 15:00:00,339.69000244140625,339.739990234375,339.4200134277344,2891.0,339.6763000488281
COST,2020-09-08 14:59:00,339.8583984375,339.95001220703125,339.7550048828125,2789.0,339.8998107910156
COST,2020-09-08 14:58:00,339.8900146484375,340.0,339.70001220703125,4660.0,339.79998779296875
COST,2020-09-08 14:57:00,339.8999938964844,339.8999938964844,339.2099914550781,4602.0,339.2099914550781
COST,2020-09-08 14:56:00,339.2171936035156,339.25,339.0899963378906,2441.0,339.0899963378906
COST,2020-09-08 14:55:00,339.010009765625,339.0150146484375,338.8500061035156,1796.0,338.9100036621094
COST,2020-09-08 14:54:00,339.0799865722656,339.20001220703125,338.8550109863281,3737.0,338.8550109863281
COST,2020-09-08 14:53:00,338.8800048828125,338.94000244140625,338.75,4732.0,338.94000244140625
COST,2020-09-08 14:52:00,338.989990234375,339.2699890136719,338.9100036621094,9567.0,339.2099914550781
COST,2020-09-08 14:51:00,339.1199951171875,339.7699890136719,339.1199951171875,4382.0,339.6600036621094
COST,2020-09-08 14:50:00,339.75,339.75,339.57000732421875,3651.0,339.5934143066406
COST,2020-09-08 14:49:00,339.6300048828125,339.8699951171875,339.6099853515625,4553.0,339.760009765625
COST,2020-09-08 14:48:00,339.6300048828125,339.6300048828125,339.42999267578125,3367.0,339.4599914550781
COST,2020-09-08 14:47:00,339.260009765625,339.4100036621094,339.260009765625,2706.0,339.3450012207031
COST,2020-09-08 14:46:00,339.3900146484375,339.489990234375,339.260009765625,2684.0,339.44000244140625
