symbol,date,low,high,close,volume,open,dividends
HD,2020-09-08 15:59:00,269.1499938964844,269.69000244140625,269.260009765625,110116.0,269.6700134277344,0.0
HD,2020-09-08 15:58:00,269.2950134277344,269.7099914550781,269.6549987792969,53119.0,269.5899963378906,0.0
HD,2020-09-08 15:57:00,269.3900146484375,269.6099853515625,269.5899963378906,46277.0,269.4100036621094,0.0
HD,2020-09-08 15:56:00,269.2300109863281,269.5799865722656,269.385009765625,44225.0,269.57000732421875,0.0
HD,2020-09-08 15:55:00,269.4700012207031,269.70001220703125,269.5899963378906,41943.0,269.55999755859375,0.0
HD,2020-09-08 15:54:00,269.3699951171875,269.57000732421875,269.54998779296875,31016.0,269.5299987792969,0.0
HD,2020-09-08 15:53:00,269.32000732421875,269.5199890136719,269.5,27276.0,269.489990234375,0.0
HD,2020-09-08 15:52:00,269.1600036621094,269.510009765625,269.510009765625,35260.0,269.25,0.0
HD,2020-09-08 15:51:00,269.2099914550781,269.4599914550781,269.2099914550781,27292.0,269.44000244140625,0.0
HD,2020-09-08 15:50:00,269.3500061035156,269.70001220703125,269.4649963378906,51045.0,269.70001220703125,0.0
HD,2020-09-08 15:49:00,269.2799987792969,269.8599853515625,269.79998779296875,32474.0,269.3999938964844,0.0
HD,2020-09-08 15:48:00,268.8900146484375,269.4573059082031,269.3999938964844,26659.0,268.8900146484375,0.0
HD,2020-09-08 15:47:00,268.8299865722656,269.19000244140625,268.8299865722656,29589.0,269.0299987792969,0.0
HD,2020-09-08 15:46:00,268.8800048828125,269.20001220703125,269.07000732421875,16022.0,269.0799865722656,0.0
HD,2020-09-08 15:45:00,268.8999938964844,269.3599853515625,269.1199951171875,11373.0,269.3299865722656,0.0
HD,2020-09-08 15:44:00,269.17999267578125,269.4122009277344,269.32501220703125,8694.0,269.3800048828125,0.0
HD,2020-09-08 15:43:00,269.1300048828125,269.3999938964844,269.3999938964844,11159.0,269.2898864746094,0.0
HD,2020-09-08 15:42:00,269.2099914550781,269.510009765625,269.260009765625,9920.0,269.4700012207031,0.0
HD,2020-09-08 15:41:00,269.1300048828125,269.45001220703125,269.4200134277344,7885.0,269.1300048828125,0.0
HD,2020-09-08 15:40:00,269.04998779296875,269.2854919433594,269.1300048828125,9627.0,269.25,0.0
HD,2020-09-08 15:39:00,269.05999755859375,269.302001953125,269.20001220703125,10089.0,269.2099914550781,0.0
HD,2020-09-08 15:38:00,269.20001220703125,269.5199890136719,269.20001220703125,7283.0,269.510009765625,0.0
HD,2020-09-08 15:37:00,269.3299865722656,269.6300048828125,269.5101013183594,12902.0,269.510009765625,0.0
HD,2020-09-08 15:36:00,269.4599914550781,269.6099853515625,269.57000732421875,8442.0,269.5,0.0
HD,2020-09-08 15:35:00,269.0799865722656,269.3900146484375,269.29998779296875,11861.0,269.0899963378906,0.0
HD,2020-09-08 15:34:00,268.92999267578125,269.70001220703125,268.989990234375,13734.0,269.67999267578125,0.0
HD,2020-09-08 15:33:00,269.635009765625,269.82000732421875,269.67291259765625,9171.0,269.7799987792969,0.0
HD,2020-09-08 15:32:00,269.8399963378906,270.07000732421875,269.8399963378906,8638.0,269.95001220703125,0.0
HD,2020-09-08 15:31:00,269.8399963378906,270.3500061035156,269.9159851074219,11897.0,270.3500061035156,0.0
HD,2020-09-08 15:30:00,270.0,270.3900146484375,270.2799987792969,14309.0,270.0799865722656,0.0
HD,2020-09-08 15:29:00,269.9150085449219,270.0899963378906,270.05999755859375,14707.0,269.9200134277344,0.0
HD,2020-09-08 15:28:00,269.80999755859375,270.0199890136719,269.9700012207031,16970.0,269.9150085449219,0.0
HD,2020-09-08 15:27:00,269.6700134277344,269.8999938964844,269.8999938964844,29993.0,269.7749938964844,0.0
HD,2020-09-08 15:26:00,269.4049987792969,269.70001220703125,269.70001220703125,14370.0,269.4200134277344,0.0
HD,2020-09-08 15:25:00,269.260009765625,269.7699890136719,269.3699951171875,12641.0,269.5799865722656,0.0
HD,2020-09-08 15:24:00,269.3299865722656,269.7799987792969,269.57000732421875,9546.0,269.7099914550781,0.0
HD,2020-09-08 15:23:00,269.6499938964844,269.8599853515625,269.75250244140625,29028.0,269.6499938964844,0.0
HD,2020-09-08 15:22:00,269.55999755859375,269.7449951171875,269.6499938964844,15528.0,269.6400146484375,0.0
HD,2020-09-08 15:21:00,269.44000244140625,269.70001220703125,269.6300048828125,19454.0,269.5150146484375,0.0
HD,2020-09-08 15:20:00,269.1549987792969,269.6000061035156,269.510009765625,12698.0,269.2149963378906,0.0
HD,2020-09-08 15:19:00,269.04998779296875,269.32000732421875,269.2149963378906,13626.0,269.2049865722656,0.0
HD,2020-09-08 15:18:00,268.7900085449219,269.19500732421875,269.19000244140625,10951.0,269.0400085449219,0.0
HD,2020-09-08 15:17:00,269.0,269.6300048828125,269.010009765625,16288.0,269.4100036621094,0.0
HD,2020-09-08 15:16:00,268.9200134277344,269.44000244140625,269.31500244140625,15157.0,269.1000061035156,0.0
HD,2020-09-08 15:15:00,269.010009765625,269.2699890136719,269.1499938964844,16880.0,269.2049865722656,0.0
HD,2020-09-08 15:14:00,268.80999755859375,269.30999755859375,269.2200012207031,16624.0,268.9700012207031,0.0
HD,2020-09-08 15:13:00,268.7749938964844,268.989990234375,268.9849853515625,11158.0,268.92999267578125,0.0
HD,2020-09-08 15:12:00,268.57000732421875,269.0,269.0,12738.0,268.70001220703125,0.0
HD,2020-09-08 15:11:00,268.3999938964844,268.79998779296875,268.760009765625,13742.0,268.510009765625,0.0
HD,2020-09-08 15:10:00,267.8550109863281,268.4800109863281,268.4800109863281,10109.0,267.8550109863281,0.0
HD,2020-09-08 15:09:00,267.5899963378906,267.864990234375,267.82000732421875,17637.0,267.8500061035156,0.0
HD,2020-09-08 15:08:00,267.760009765625,267.9866943359375,267.81201171875,6581.0,267.9866943359375,0.0
HD,2020-09-08 15:07:00,267.6199951171875,267.989990234375,267.989990234375,9847.0,267.7900085449219,0.0
