symbol,date,open,volume,low,close,high,dividends
GLEN.L,2020-09-09 13:05:58,175.16000366210938,0.0,175.16000366210938,175.16000366210938,175.16000366210938,0.0
GLEN.L,2020-09-09 13:04:00,175.22000122070312,61853.0,175.13999938964844,175.13999938964844,175.25999450683594,0.0
GLEN.L,2020-09-09 13:03:00,175.1999969482422,85512.0,175.17999267578125,175.22000122070312,175.27999877929688,0.0
GLEN.L,2020-09-09 13:02:00,175.17999267578125,3013.0,175.13999938964844,175.13999938964844,175.17999267578125,0.0
GLEN.L,2020-09-09 13:01:00,175.16000366210938,13196.0,175.16000366210938,175.17999267578125,175.1999969482422,0.0
GLEN.L,2020-09-09 13:00:00,175.10000610351562,10842.0,175.05999755859375,175.16000366210938,175.1999969482422,0.0
GLEN.L,2020-09-09 12:59:00,175.13999938964844,12859.0,175.0800018310547,175.0800018310547,175.16000366210938,0.0
GLEN.L,2020-09-09 12:58:00,175.17999267578125,28915.0,175.0800018310547,175.17999267578125,175.1999969482422,0.0
GLEN.L,2020-09-09 12:57:00,175.08799743652344,3299.0,175.08799743652344,175.1199951171875,175.1199951171875,0.0
GLEN.L,2020-09-09 12:56:00,175.16000366210938,12942.0,175.13999938964844,175.13999938964844,175.16000366210938,0.0
GLEN.L,2020-09-09 12:55:00,175.1999969482422,7341.0,175.1999969482422,175.1999969482422,175.1999969482422,0.0
GLEN.L,2020-09-09 12:54:00,175.16000366210938,8791.0,175.10000610351562,175.1199951171875,175.16000366210938,0.0
GLEN.L,2020-09-09 12:53:00,175.05999755859375,8158.0,175.0399932861328,175.10000610351562,175.10000610351562,0.0
GLEN.L,2020-09-09 12:52:00,174.9600067138672,3375.0,174.9600067138672,175.05999755859375,175.05999755859375,0.0
GLEN.L,2020-09-09 12:51:00,175.0399932861328,10544.0,175.0,175.02000427246094,175.0399932861328,0.0
GLEN.L,2020-09-09 12:50:00,174.8000030517578,6664.0,174.8000030517578,175.05999755859375,175.05999755859375,0.0
GLEN.L,2020-09-09 12:49:00,174.81399536132812,16001.0,174.74000549316406,174.74000549316406,174.81399536132812,0.0
GLEN.L,2020-09-09 12:48:00,174.72000122070312,6288.0,174.6999969482422,174.75999450683594,174.75999450683594,0.0
GLEN.L,2020-09-09 12:47:00,174.94000244140625,237036.0,174.1999969482422,174.8000030517578,174.94000244140625,0.0
GLEN.L,2020-09-09 12:46:00,174.89999389648438,3691.0,174.89999389648438,174.97999572753906,174.97999572753906,0.0
GLEN.L,2020-09-09 12:45:00,174.97999572753906,18388.0,174.94000244140625,174.94000244140625,175.0,0.0
GLEN.L,2020-09-09 12:44:00,174.86000061035156,3117.0,174.86000061035156,174.8800048828125,174.8800048828125,0.0
GLEN.L,2020-09-09 12:43:00,174.89999389648438,6835.0,174.77999877929688,174.82000732421875,174.89999389648438,0.0
GLEN.L,2020-09-09 12:42:00,174.74000549316406,6595.0,174.74000549316406,174.83999633789062,174.83999633789062,0.0
GLEN.L,2020-09-09 12:41:00,174.60000610351562,18747.0,174.5399932861328,174.6199951171875,174.66000366210938,0.0
GLEN.L,2020-09-09 12:40:00,174.82000732421875,22273.0,174.55999755859375,174.55999755859375,174.83999633789062,0.0
