symbol,date,open,volume,high,low,close
DXCM,2020-09-08 15:59:00,389.20001220703125,23392.0,389.44000244140625,389.010009765625,389.4200134277344
DXCM,2020-09-08 15:58:00,389.0199890136719,8337.0,389.3399963378906,388.7200012207031,389.31988525390625
DXCM,2020-09-08 15:57:00,388.7799987792969,7644.0,389.0299987792969,388.7200012207031,388.9200134277344
DXCM,2020-09-08 15:56:00,388.7099914550781,4673.0,388.8699951171875,388.4100036621094,388.80999755859375
DXCM,2020-09-08 15:55:00,388.8500061035156,4881.0,389.1700134277344,388.7300109863281,388.7300109863281
DXCM,2020-09-08 15:54:00,388.8900146484375,5998.0,389.4100036621094,388.70831298828125,389.1199951171875
DXCM,2020-09-08 15:53:00,388.6499938964844,6468.0,388.9100036621094,388.2699890136719,388.7799987792969
DXCM,2020-09-08 15:52:00,388.8500061035156,4519.0,388.8949890136719,388.2799987792969,388.79998779296875
DXCM,2020-09-08 15:51:00,389.1099853515625,2362.0,389.1099853515625,388.3299865722656,388.67999267578125
DXCM,2020-09-08 15:50:00,390.07000732421875,4380.0,390.07000732421875,389.4100036621094,389.5105895996094
DXCM,2020-09-08 15:49:00,389.6000061035156,4192.0,390.9269104003906,389.58990478515625,390.4100036621094
DXCM,2020-09-08 15:48:00,388.3599853515625,4235.0,389.5799865722656,388.3599853515625,389.20001220703125
DXCM,2020-09-08 15:47:00,389.2799987792969,1815.0,389.2799987792969,388.3599853515625,388.3599853515625
DXCM,2020-09-08 15:46:00,389.8999938964844,7114.0,389.8999938964844,388.9200134277344,389.2900085449219
DXCM,2020-09-08 15:45:00,390.1499938964844,1721.0,390.3399963378906,390.010009765625,390.3399963378906
DXCM,2020-09-08 15:44:00,391.69000244140625,2649.0,391.69000244140625,390.6600036621094,390.6600036621094
DXCM,2020-09-08 15:43:00,391.2300109863281,1797.0,391.9071044921875,391.2300109863281,391.9071044921875
DXCM,2020-09-08 15:42:00,391.4569091796875,1293.0,391.4569091796875,391.1300048828125,391.3999938964844
DXCM,2020-09-08 15:41:00,391.07049560546875,1514.0,391.364990234375,391.07049560546875,391.2699890136719
DXCM,2020-09-08 15:40:00,391.239990234375,1337.0,391.30999755859375,391.1600036621094,391.30999755859375
DXCM,2020-09-08 15:39:00,391.3900146484375,1791.0,391.3900146484375,390.9100036621094,391.1400146484375
DXCM,2020-09-08 15:38:00,391.7300109863281,1735.0,391.8500061035156,391.56439208984375,391.635009765625
DXCM,2020-09-08 15:37:00,391.3800048828125,2270.0,392.1199951171875,391.3599853515625,391.739990234375
DXCM,2020-09-08 15:36:00,391.81988525390625,1582.0,391.81988525390625,391.32000732421875,391.6700134277344
DXCM,2020-09-08 15:35:00,390.07000732421875,1193.0,390.7200012207031,390.07000732421875,390.7200012207031
DXCM,2020-09-08 15:34:00,391.05499267578125,3629.0,391.05499267578125,389.8599853515625,389.92999267578125
DXCM,2020-09-08 15:33:00,390.8599853515625,3475.0,391.5,390.739990234375,391.4599914550781
DXCM,2020-09-08 15:32:00,391.0899963378906,1372.0,391.2200012207031,390.8900146484375,391.010009765625
DXCM,2020-09-08 15:31:00,391.1199951171875,2745.0,391.17498779296875,390.80999755859375,390.92498779296875
DXCM,2020-09-08 15:30:00,390.7200012207031,6144.0,390.9200134277344,390.2349853515625,390.8900146484375
DXCM,2020-09-08 15:29:00,390.5899963378906,2884.0,390.9700012207031,390.239990234375,390.8131103515625
DXCM,2020-09-08 15:28:00,389.9100036621094,1446.0,390.20001220703125,389.9100036621094,390.20001220703125
DXCM,2020-09-08 15:27:00,388.79998779296875,1930.0,389.5400085449219,388.79998779296875,389.5400085449219
DXCM,2020-09-08 15:26:00,388.7200012207031,1727.0,389.1199951171875,388.67498779296875,389.1199951171875
DXCM,2020-09-08 15:25:00,388.55999755859375,2937.0,389.1899108886719,388.1600036621094,388.5
DXCM,2020-09-08 15:24:00,388.19000244140625,1068.0,388.3900146484375,388.19000244140625,388.3900146484375
DXCM,2020-09-08 15:23:00,388.9549865722656,873.0,388.9549865722656,388.95001220703125,388.95001220703125
DXCM,2020-09-08 15:22:00,388.70001220703125,1777.0,388.8399963378906,388.6600036621094,388.6600036621094
DXCM,2020-09-08 15:21:00,388.0799865722656,1089.0,388.510009765625,388.04998779296875,388.510009765625
DXCM,2020-09-08 15:20:00,387.3287048339844,2670.0,387.7950134277344,387.3287048339844,387.7099914550781
DXCM,2020-09-08 15:19:00,387.6099853515625,943.0,387.6099853515625,387.510009765625,387.510009765625
DXCM,2020-09-08 15:18:00,387.1700134277344,721.0,387.4849853515625,387.1700134277344,387.4849853515625
DXCM,2020-09-08 15:17:00,387.8999938964844,1183.0,388.32000732421875,387.8999938964844,388.12310791015625
DXCM,2020-09-08 15:16:00,387.3500061035156,2739.0,388.1099853515625,387.0,387.67999267578125
DXCM,2020-09-08 15:15:00,387.79998779296875,2117.0,387.864990234375,387.400390625,387.406005859375
DXCM,2020-09-08 15:14:00,387.625,1129.0,387.625,387.42999267578125,387.489990234375
DXCM,2020-09-08 15:13:00,388.1000061035156,2946.0,388.1000061035156,387.6073913574219,387.8599853515625
DXCM,2020-09-08 15:12:00,388.0199890136719,2247.0,388.510009765625,387.8699951171875,388.114990234375
DXCM,2020-09-08 15:11:00,387.54998779296875,1363.0,388.3900146484375,387.54998779296875,388.3900146484375
DXCM,2020-09-08 15:10:00,386.489990234375,629.0,386.489990234375,386.489990234375,386.489990234375
DXCM,2020-09-08 15:09:00,386.3888854980469,2206.0,386.3888854980469,385.739990234375,386.1000061035156
DXCM,2020-09-08 15:08:00,385.8399963378906,1469.0,385.989990234375,385.6000061035156,385.82000732421875
