symbol,date,high,low,close,open,volume
BATS.L,2020-09-09 13:05:40,2647.0,2647.0,2647.0,2647.0,0.0
BATS.L,2020-09-09 13:04:00,2649.0,2646.5,2646.5,2649.0,1227.0
BATS.L,2020-09-09 13:03:00,2649.5,2648.5,2649.5,2648.5,2066.0
BATS.L,2020-09-09 13:02:00,2649.5,2649.5,2649.5,2649.5,1257.0
BATS.L,2020-09-09 13:01:00,2650.5,2648.11767578125,2650.5,2648.5,4848.0
BATS.L,2020-09-09 13:00:00,2648.0,2645.5,2648.0,2646.0,2858.0
BATS.L,2020-09-09 12:59:00,2646.116455078125,2646.0,2646.116455078125,2646.0,498.0
BATS.L,2020-09-09 12:58:00,2645.5,2645.0,2645.5,2645.0,902.0
BATS.L,2020-09-09 12:57:00,2645.0,2643.5,2645.0,2644.0,1945.0
BATS.L,2020-09-09 12:56:00,2645.5,2643.0,2644.5,2644.5,8648.0
BATS.L,2020-09-09 12:55:00,2643.0,2643.0,2643.0,2643.0,261.0
BATS.L,2020-09-09 12:54:00,2644.0,2643.5,2643.5,2643.5,2063.0
BATS.L,2020-09-09 12:53:00,2644.0,2643.5,2643.5,2644.0,1225.0
BATS.L,2020-09-09 12:52:00,2644.0,2644.0,2644.0,2644.0,250.0
BATS.L,2020-09-09 12:51:00,2643.5,2642.5,2643.5,2643.5,1072.0
BATS.L,2020-09-09 12:50:00,2644.5,2642.5,2643.5,2644.5,588.0
BATS.L,2020-09-09 12:49:00,2643.0,2639.2451171875,2643.0,2639.2451171875,6557.0
BATS.L,2020-09-09 12:48:00,2639.5,2639.0,2639.0,2639.5,526.0
BATS.L,2020-09-09 12:46:00,2642.5,2641.0,2641.5,2642.5,1861.0
BATS.L,2020-09-09 12:45:00,2643.5,2642.5,2642.5,2643.5,1592.0
BATS.L,2020-09-09 12:44:00,2642.5,2641.5,2642.5,2641.5,644.0
BATS.L,2020-09-09 12:43:00,2643.5,2642.0,2642.0,2643.5,898.0
BATS.L,2020-09-09 12:41:00,2642.5,2641.5,2641.5,2642.0,1785.0
BATS.L,2020-09-09 12:40:00,2643.0,2641.5,2641.5,2643.0,1360.0
BATS.L,2020-09-09 12:39:00,2643.5,2643.0,2643.0,2643.5,705.0
BATS.L,2020-09-09 12:38:00,2644.0,2641.0,2644.0,2642.0,6554.0
BATS.L,2020-09-09 12:37:00,2642.0,2642.0,2642.0,2642.0,111.0
BATS.L,2020-09-09 12:36:00,2643.0,2641.5,2641.5,2642.0,1860.0
BATS.L,2020-09-09 12:35:00,2641.0,2641.0,2641.0,2641.0,367.0
BATS.L,2020-09-09 12:34:00,2641.5,2640.5,2640.5,2641.5,3024.0
BATS.L,2020-09-09 12:33:00,2641.0,2640.5,2641.0,2640.5,644.0
BATS.L,2020-09-09 12:32:00,2640.5,2639.5,2640.0,2639.5,2085.0
BATS.L,2020-09-09 12:30:00,2639.0,2638.5,2639.0,2639.0,1541.0
BATS.L,2020-09-09 12:29:00,2639.5,2639.179931640625,2639.179931640625,2639.5,993.0
BATS.L,2020-09-09 12:28:00,2639.5,2639.5,2639.5,2639.5,1.0
BATS.L,2020-09-09 12:27:00,2638.5,2638.0,2638.5,2638.0,910.0
BATS.L,2020-09-09 12:26:00,2637.0,2636.5,2637.0,2636.5,885.0
BATS.L,2020-09-09 12:25:00,2637.0,2636.5,2636.5,2637.0,1688.0
BATS.L,2020-09-09 12:23:00,2636.5,2636.0,2636.0,2636.5,548.0
BATS.L,2020-09-09 12:22:00,2636.0,2635.0,2636.0,2635.0,1806.0
BATS.L,2020-09-09 12:21:00,2636.5,2635.0,2635.5,2635.0,1908.0
BATS.L,2020-09-09 12:20:00,2634.5,2634.179931640625,2634.5,2634.179931640625,287.0
BATS.L,2020-09-09 12:19:00,2635.0,2634.0,2634.0,2635.0,2903.0
BATS.L,2020-09-09 12:18:00,2636.0,2635.0,2635.5,2635.0,2626.0
BATS.L,2020-09-09 12:17:00,2634.0,2633.5,2633.5,2634.0,828.0
BATS.L,2020-09-09 12:16:00,2635.0,2633.5,2635.0,2634.0,1584.0
BATS.L,2020-09-09 12:15:00,2634.0,2632.5,2634.0,2632.5,853.0
BATS.L,2020-09-09 12:14:00,2632.0,2632.0,2632.0,2632.0,255.0
BATS.L,2020-09-09 12:13:00,2634.0,2633.5,2633.5,2634.0,464.0
