symbol,date,low,volume,open,high,close
BRK-B,2020-09-14 15:59:00,219.80999755859375,72985.0,220.11000061035156,220.2899932861328,219.80999755859375
BRK-B,2020-09-14 15:58:00,220.02999877929688,22642.0,220.1199951171875,220.17999267578125,220.08999633789062
BRK-B,2020-09-14 15:57:00,220.07000732421875,29459.0,220.17999267578125,220.22999572753906,220.11000061035156
BRK-B,2020-09-14 15:56:00,220.0955047607422,21639.0,220.1300048828125,220.22999572753906,220.19000244140625
BRK-B,2020-09-14 15:55:00,220.02999877929688,19534.0,220.2899932861328,220.39999389648438,220.10000610351562
BRK-B,2020-09-14 15:54:00,220.19000244140625,28579.0,220.19000244140625,220.47999572753906,220.32000732421875
BRK-B,2020-09-14 15:53:00,220.16400146484375,14958.0,220.30999755859375,220.3800048828125,220.16400146484375
BRK-B,2020-09-14 15:52:00,220.2100067138672,18711.0,220.25,220.33999633789062,220.30999755859375
BRK-B,2020-09-14 15:51:00,220.2100067138672,8055.0,220.35000610351562,220.36000061035156,220.25
BRK-B,2020-09-14 15:50:00,220.2899932861328,18862.0,220.38999938964844,220.41000366210938,220.36000061035156
BRK-B,2020-09-14 15:49:00,220.25,34504.0,220.3000030517578,220.44000244140625,220.39999389648438
BRK-B,2020-09-14 15:48:00,220.3000030517578,16624.0,220.49000549316406,220.52000427246094,220.32000732421875
BRK-B,2020-09-14 15:47:00,220.3300018310547,14445.0,220.38999938964844,220.52999877929688,220.51499938964844
BRK-B,2020-09-14 15:46:00,220.24000549316406,8975.0,220.24000549316406,220.4149932861328,220.36000061035156
BRK-B,2020-09-14 15:45:00,220.24000549316406,9343.0,220.30499267578125,220.3699951171875,220.25999450683594
BRK-B,2020-09-14 15:44:00,220.19000244140625,10046.0,220.27000427246094,220.33999633789062,220.2899932861328
BRK-B,2020-09-14 15:43:00,220.10960388183594,9617.0,220.17999267578125,220.27000427246094,220.27000427246094
BRK-B,2020-09-14 15:42:00,220.07000732421875,13513.0,220.0800018310547,220.1999969482422,220.1999969482422
BRK-B,2020-09-14 15:41:00,219.92999267578125,14816.0,219.97999572753906,220.06500244140625,220.05499267578125
BRK-B,2020-09-14 15:40:00,219.88609313964844,8506.0,219.88609313964844,219.99000549316406,219.97000122070312
BRK-B,2020-09-14 15:39:00,219.85000610351562,9356.0,219.92999267578125,219.94000244140625,219.89500427246094
BRK-B,2020-09-14 15:38:00,219.8300018310547,12115.0,219.9199981689453,219.94000244140625,219.9149932861328
BRK-B,2020-09-14 15:37:00,219.8699951171875,7691.0,219.8699951171875,219.9499969482422,219.93499755859375
BRK-B,2020-09-14 15:36:00,219.75999450683594,5893.0,219.75999450683594,219.88009643554688,219.8699951171875
BRK-B,2020-09-14 15:35:00,219.6300048828125,7707.0,219.74000549316406,219.77000427246094,219.74000549316406
BRK-B,2020-09-14 15:34:00,219.61599731445312,7523.0,219.61599731445312,219.77499389648438,219.77499389648438
BRK-B,2020-09-14 15:33:00,219.63999938964844,16278.0,219.74000549316406,219.7899932861328,219.6649932861328
BRK-B,2020-09-14 15:32:00,219.72000122070312,7425.0,219.76499938964844,219.8000030517578,219.72000122070312
BRK-B,2020-09-14 15:31:00,219.72000122070312,6942.0,219.83999633789062,219.83999633789062,219.77499389648438
BRK-B,2020-09-14 15:30:00,219.75999450683594,6493.0,219.7899932861328,219.88999938964844,219.83999633789062
BRK-B,2020-09-14 15:29:00,219.72999572753906,6135.0,219.75999450683594,219.82000732421875,219.77499389648438
BRK-B,2020-09-14 15:28:00,219.68499755859375,5441.0,219.7899932861328,219.7899932861328,219.73500061035156
BRK-B,2020-09-14 15:27:00,219.5399932861328,9345.0,219.6300048828125,219.7100067138672,219.7100067138672
BRK-B,2020-09-14 15:26:00,219.47000122070312,7398.0,219.48500061035156,219.6199951171875,219.61000061035156
BRK-B,2020-09-14 15:25:00,219.5,6340.0,219.50999450683594,219.58999633789062,219.50999450683594
BRK-B,2020-09-14 15:24:00,219.49000549316406,2782.0,219.5050048828125,219.52000427246094,219.50999450683594
BRK-B,2020-09-14 15:23:00,219.39999389648438,15368.0,219.51499938964844,219.52499389648438,219.5
BRK-B,2020-09-14 15:22:00,219.50999450683594,6795.0,219.65069580078125,219.65499877929688,219.52499389648438
BRK-B,2020-09-14 15:21:00,219.63999938964844,4802.0,219.75,219.77999877929688,219.65499877929688
BRK-B,2020-09-14 15:20:00,219.74000549316406,4709.0,219.86500549316406,219.8800048828125,219.74000549316406
BRK-B,2020-09-14 15:19:00,219.86000061035156,2350.0,219.92999267578125,219.92999267578125,219.86000061035156
BRK-B,2020-09-14 15:18:00,219.75,7456.0,219.76499938964844,219.92999267578125,219.92999267578125
BRK-B,2020-09-14 15:17:00,219.7100067138672,9528.0,219.7899932861328,219.81500244140625,219.75999450683594
BRK-B,2020-09-14 15:16:00,219.6999969482422,18987.0,219.75,219.82000732421875,219.77999877929688
BRK-B,2020-09-14 15:15:00,219.69000244140625,13640.0,219.8300018310547,219.8699951171875,219.75999450683594
