symbol,date,close,volume,low,high,open
EA,2020-09-14 15:59:00,126.22000122070312,22666.0,126.13999938964844,126.26000213623047,126.19999694824219
EA,2020-09-14 15:58:00,126.19999694824219,13510.0,126.12999725341797,126.22000122070312,126.20999908447266
EA,2020-09-14 15:57:00,126.19999694824219,12537.0,126.13999938964844,126.22000122070312,126.20500183105469
EA,2020-09-14 15:56:00,126.17500305175781,12283.0,126.13999938964844,126.20999908447266,126.13999938964844
EA,2020-09-14 15:55:00,126.16000366210938,12320.0,126.0999984741211,126.19000244140625,126.13999938964844
EA,2020-09-14 15:54:00,126.12999725341797,11368.0,126.12999725341797,126.25,126.2300033569336
EA,2020-09-14 15:53:00,126.19999694824219,15956.0,126.18000030517578,126.36000061035156,126.30999755859375
EA,2020-09-14 15:52:00,126.30000305175781,10491.0,126.26000213623047,126.33999633789062,126.30750274658203
EA,2020-09-14 15:51:00,126.31999969482422,8959.0,126.2699966430664,126.5,126.44999694824219
EA,2020-09-14 15:50:00,126.43000030517578,20971.0,126.31999969482422,126.62999725341797,126.62999725341797
EA,2020-09-14 15:49:00,126.6500015258789,4058.0,126.58499908447266,126.66999816894531,126.58999633789062
EA,2020-09-14 15:48:00,126.58999633789062,8178.0,126.55000305175781,126.63999938964844,126.63999938964844
EA,2020-09-14 15:47:00,126.62999725341797,4705.0,126.5250015258789,126.62999725341797,126.5250015258789
EA,2020-09-14 15:46:00,126.5199966430664,4706.0,126.45500183105469,126.54000091552734,126.50499725341797
EA,2020-09-14 15:45:00,126.50499725341797,5832.0,126.48999786376953,126.58000183105469,126.56999969482422
EA,2020-09-14 15:44:00,126.56999969482422,3890.0,126.55000305175781,126.62999725341797,126.61000061035156
EA,2020-09-14 15:43:00,126.58999633789062,4581.0,126.56999969482422,126.62000274658203,126.61000061035156
EA,2020-09-14 15:42:00,126.62000274658203,5987.0,126.55999755859375,126.62999725341797,126.6050033569336
EA,2020-09-14 15:41:00,126.6050033569336,6267.0,126.55999755859375,126.6500015258789,126.59500122070312
