symbol,date,open,close,volume,high,low
MA,2020-09-14 15:59:00,338.5899963378906,338.45001220703125,143812.0,338.7900085449219,337.80999755859375
MA,2020-09-14 15:58:00,338.45001220703125,338.5199890136719,40046.0,338.6199951171875,338.30999755859375
MA,2020-09-14 15:57:00,338.29998779296875,338.3800048828125,32310.0,338.4399108886719,338.1499938964844
MA,2020-09-14 15:56:00,338.3999938964844,338.2300109863281,31993.0,338.510009765625,338.0899963378906
MA,2020-09-14 15:55:00,338.760009765625,338.364990234375,34721.0,338.8299865722656,338.30999755859375
MA,2020-09-14 15:54:00,338.69000244140625,338.739990234375,15953.0,339.0199890136719,338.6199951171875
MA,2020-09-14 15:53:00,338.8399963378906,338.69000244140625,14272.0,338.9599914550781,338.67999267578125
MA,2020-09-14 15:52:00,338.9200134277344,338.8500061035156,13330.0,339.07000732421875,338.7900085449219
MA,2020-09-14 15:51:00,339.3699951171875,338.8599853515625,11809.0,339.3800048828125,338.8500061035156
MA,2020-09-14 15:50:00,339.6700134277344,339.2950134277344,20194.0,339.6700134277344,339.0899963378906
MA,2020-09-14 15:49:00,339.7900085449219,339.7699890136719,19459.0,340.0,339.45001220703125
MA,2020-09-14 15:48:00,339.739990234375,339.760009765625,9550.0,339.8900146484375,339.7099914550781
MA,2020-09-14 15:47:00,339.6000061035156,339.75,11820.0,339.75,339.3699951171875
MA,2020-09-14 15:46:00,339.6300048828125,339.6300048828125,13299.0,339.6300048828125,339.489990234375
MA,2020-09-14 15:45:00,339.552001953125,339.54998779296875,11958.0,339.75,339.5
MA,2020-09-14 15:44:00,339.4599914550781,339.54998779296875,6258.0,339.6600036621094,339.4599914550781
MA,2020-09-14 15:43:00,339.54998779296875,339.4599914550781,11628.0,339.54998779296875,339.2699890136719
MA,2020-09-14 15:42:00,339.3699951171875,339.5450134277344,8226.0,339.57000732421875,339.2799987792969
MA,2020-09-14 15:41:00,339.2650146484375,339.32000732421875,10292.0,339.3699951171875,339.1400146484375
MA,2020-09-14 15:40:00,339.0299987792969,339.2200012207031,15536.0,339.260009765625,338.989990234375
MA,2020-09-14 15:39:00,339.05999755859375,339.05999755859375,12820.0,339.0899963378906,338.8900146484375
MA,2020-09-14 15:38:00,338.7900085449219,339.0,8190.0,339.0299987792969,338.7300109863281
