symbol,date,close,open,volume,high,low
SGEN,2020-09-14 15:59:00,171.9499969482422,171.84500122070312,39693.0,171.9600067138672,171.74000549316406
SGEN,2020-09-14 15:58:00,171.86000061035156,171.82000732421875,37807.0,171.92999267578125,171.69000244140625
SGEN,2020-09-14 15:57:00,171.80999755859375,171.77000427246094,23021.0,171.9499969482422,171.7100067138672
SGEN,2020-09-14 15:56:00,171.76499938964844,171.82000732421875,14973.0,171.82000732421875,171.64999389648438
SGEN,2020-09-14 15:55:00,171.77000427246094,171.68499755859375,14821.0,171.7899932861328,171.60000610351562
SGEN,2020-09-14 15:54:00,171.74000549316406,171.6699981689453,26234.0,171.89999389648438,171.61000061035156
SGEN,2020-09-14 15:53:00,171.6199951171875,171.85000610351562,7292.0,171.8699951171875,171.60000610351562
SGEN,2020-09-14 15:52:00,171.71499633789062,171.67999267578125,11079.0,171.8800048828125,171.64500427246094
SGEN,2020-09-14 15:51:00,171.6999969482422,171.75,11137.0,171.86000061035156,171.61000061035156
SGEN,2020-09-14 15:50:00,171.65499877929688,171.80999755859375,8432.0,171.83999633789062,171.60000610351562
SGEN,2020-09-14 15:49:00,171.8468017578125,171.72000122070312,15205.0,171.85000610351562,171.60499572753906
SGEN,2020-09-14 15:48:00,171.75,171.88499450683594,3657.0,171.88499450683594,171.7100067138672
SGEN,2020-09-14 15:47:00,171.90499877929688,171.85000610351562,7397.0,171.94000244140625,171.77499389648438
SGEN,2020-09-14 15:46:00,171.74000549316406,171.72000122070312,6540.0,171.75,171.60499572753906
SGEN,2020-09-14 15:45:00,171.72000122070312,171.75,4679.0,171.80999755859375,171.69000244140625
SGEN,2020-09-14 15:44:00,171.77999877929688,171.7949981689453,4763.0,171.85000610351562,171.72000122070312
SGEN,2020-09-14 15:43:00,171.85000610351562,171.7949981689453,4593.0,171.86000061035156,171.72999572753906
SGEN,2020-09-14 15:42:00,171.82000732421875,171.78480529785156,5334.0,171.82000732421875,171.72500610351562
SGEN,2020-09-14 15:41:00,171.82000732421875,171.83999633789062,3898.0,171.83999633789062,171.7100067138672
SGEN,2020-09-14 15:40:00,171.8300018310547,171.92999267578125,3808.0,171.92999267578125,171.77000427246094
SGEN,2020-09-14 15:39:00,171.8699951171875,172.0850067138672,3336.0,172.09500122070312,171.85000610351562
SGEN,2020-09-14 15:38:00,172.19000244140625,171.86000061035156,6382.0,172.19000244140625,171.86000061035156
SGEN,2020-09-14 15:37:00,171.82000732421875,171.8800048828125,3303.0,171.89999389648438,171.80999755859375
SGEN,2020-09-14 15:36:00,171.93499755859375,171.9199981689453,2086.0,171.97000122070312,171.8000030517578
SGEN,2020-09-14 15:35:00,171.9199981689453,171.77000427246094,5148.0,171.9199981689453,171.7100067138672
SGEN,2020-09-14 15:34:00,171.7449951171875,171.69000244140625,3367.0,171.80499267578125,171.69000244140625
SGEN,2020-09-14 15:33:00,171.82000732421875,171.7949981689453,4735.0,171.82000732421875,171.72000122070312
SGEN,2020-09-14 15:32:00,171.77499389648438,171.8800048828125,3792.0,171.97000122070312,171.77499389648438
