,symbol,date,low,volume,high,close,open
0,SGEN,2020-09-14 15:59:02,171.85000610351562,0.0,171.85000610351562,171.85000610351562,171.85000610351562
1,SGEN,2020-09-14 15:58:00,171.69000244140625,38138.0,171.9199981689453,171.84500122070312,171.80999755859375
2,SGEN,2020-09-14 15:57:00,171.7100067138672,22994.0,171.9499969482422,171.82000732421875,171.77000427246094
3,SGEN,2020-09-14 15:56:00,171.65499877929688,14873.0,171.82000732421875,171.76499938964844,171.82000732421875
4,SGEN,2020-09-14 15:55:00,171.60000610351562,14990.0,171.7899932861328,171.7899932861328,171.6199951171875
5,SGEN,2020-09-14 15:54:00,171.61000061035156,25676.0,171.89999389648438,171.82000732421875,171.6699981689453
6,SGEN,2020-09-14 15:53:00,171.60000610351562,7473.0,171.8699951171875,171.6199951171875,171.85000610351562
7,SGEN,2020-09-14 15:52:00,171.64500427246094,11397.0,171.8800048828125,171.71499633789062,171.67999267578125
8,SGEN,2020-09-14 15:51:00,171.61000061035156,11143.0,171.86000061035156,171.6999969482422,171.75
9,SGEN,2020-09-14 15:50:00,171.60000610351562,8366.0,171.83999633789062,171.65499877929688,171.80999755859375
10,SGEN,2020-09-14 15:49:00,171.60499572753906,15325.0,171.85000610351562,171.85000610351562,171.72000122070312
11,SGEN,2020-09-14 15:48:00,171.7100067138672,3659.0,171.88499450683594,171.75,171.88499450683594
12,SGEN,2020-09-14 15:47:00,171.77499389648438,7336.0,171.94000244140625,171.90499877929688,171.85000610351562
13,SGEN,2020-09-14 15:46:00,171.60499572753906,6503.0,171.75,171.74000549316406,171.72000122070312
14,SGEN,2020-09-14 15:45:00,171.69000244140625,4777.0,171.80999755859375,171.72000122070312,171.75
15,SGEN,2020-09-14 15:44:00,171.72000122070312,4765.0,171.85000610351562,171.77999877929688,171.7949981689453
16,SGEN,2020-09-14 15:43:00,171.72999572753906,0.0,171.86000061035156,171.85000610351562,171.7949981689453
17,SGEN,2020-09-14 15:42:00,171.72500610351562,5334.0,171.82000732421875,171.82000732421875,171.78480529785156
18,SGEN,2020-09-14 15:41:00,171.7100067138672,3898.0,171.83999633789062,171.82000732421875,171.83999633789062
19,SGEN,2020-09-14 15:40:00,171.77000427246094,3808.0,171.92999267578125,171.8300018310547,171.92999267578125
20,SGEN,2020-09-14 15:39:00,171.85000610351562,3336.0,172.09500122070312,171.8699951171875,172.0850067138672
21,SGEN,2020-09-14 15:38:00,171.86000061035156,6382.0,172.19000244140625,172.19000244140625,171.86000061035156
22,SGEN,2020-09-14 15:37:00,171.80999755859375,3303.0,171.89999389648438,171.82000732421875,171.8800048828125
23,SGEN,2020-09-14 15:36:00,171.8000030517578,2086.0,171.97000122070312,171.93499755859375,171.9199981689453
24,SGEN,2020-09-14 15:35:00,171.7100067138672,5148.0,171.9199981689453,171.9199981689453,171.77000427246094
25,SGEN,2020-09-14 15:34:00,171.69000244140625,3367.0,171.80499267578125,171.7449951171875,171.69000244140625
26,SGEN,2020-09-14 15:33:00,171.72000122070312,4735.0,171.82000732421875,171.82000732421875,171.7949981689453
27,SGEN,2020-09-14 15:32:00,171.77499389648438,3792.0,171.97000122070312,171.77499389648438,171.8800048828125
28,SGEN,2020-09-14 15:31:00,171.7550048828125,4640.0,171.88999938964844,171.8800048828125,171.86500549316406
