symbol,date,low,high,close,open,volume
IDXX,2020-09-14 15:59:00,365.3399963378906,365.9599914550781,365.57000732421875,365.8800048828125,9714.0
IDXX,2020-09-14 15:58:00,365.2099914550781,365.79998779296875,365.79998779296875,365.375,6669.0
IDXX,2020-09-14 15:57:00,365.2300109863281,365.69000244140625,365.5,365.69000244140625,3473.0
IDXX,2020-09-14 15:56:00,365.44000244140625,365.760009765625,365.5400085449219,365.69000244140625,3168.0
IDXX,2020-09-14 15:55:00,365.3999938964844,365.8299865722656,365.6499938964844,365.8299865722656,2479.0
IDXX,2020-09-14 15:54:00,365.3800048828125,366.0299987792969,366.0199890136719,365.5899963378906,4747.0
IDXX,2020-09-14 15:53:00,365.4700012207031,365.6400146484375,365.5150146484375,365.4700012207031,1401.0
IDXX,2020-09-14 15:52:00,365.1000061035156,365.9800109863281,365.5549011230469,365.9700012207031,3748.0
IDXX,2020-09-14 15:51:00,365.9599914550781,366.4100036621094,365.9800109863281,366.4100036621094,1661.0
IDXX,2020-09-14 15:50:00,365.9599914550781,366.55999755859375,366.1099853515625,366.55999755859375,1485.0
IDXX,2020-09-14 15:49:00,366.5,367.989990234375,367.989990234375,366.6499938964844,2679.0
IDXX,2020-09-14 15:48:00,366.4750061035156,366.7300109863281,366.4928894042969,366.5199890136719,1291.0
IDXX,2020-09-14 15:47:00,366.2300109863281,366.7099914550781,366.2300109863281,366.6499938964844,1865.0
IDXX,2020-09-14 15:46:00,366.1600036621094,366.3500061035156,366.3500061035156,366.25,786.0
IDXX,2020-09-14 15:45:00,365.8949890136719,365.8949890136719,365.8949890136719,365.8949890136719,228.0
IDXX,2020-09-14 15:44:00,365.80999755859375,366.1700134277344,365.80999755859375,366.010009765625,1234.0
IDXX,2020-09-14 15:43:00,365.6300048828125,366.0799865722656,365.6300048828125,366.0799865722656,1221.0
IDXX,2020-09-14 15:42:00,365.625,365.8900146484375,365.7699890136719,365.7449951171875,1180.0
IDXX,2020-09-14 15:41:00,365.5140075683594,365.5400085449219,365.5400085449219,365.5140075683594,421.0
IDXX,2020-09-14 15:40:00,365.5,365.54998779296875,365.54998779296875,365.5,228.0
IDXX,2020-09-14 15:38:00,365.2799987792969,365.3699951171875,365.3699951171875,365.2799987792969,816.0
IDXX,2020-09-14 15:37:00,364.9649963378906,365.0899963378906,364.9649963378906,365.0899963378906,739.0
IDXX,2020-09-14 15:36:00,364.8550109863281,365.0400085449219,364.9549865722656,364.8550109863281,874.0
IDXX,2020-09-14 15:34:00,364.5150146484375,364.5150146484375,364.5150146484375,364.5150146484375,936.0
IDXX,2020-09-14 15:33:00,364.3800048828125,365.1199951171875,364.5400085449219,364.8599853515625,5560.0
IDXX,2020-09-14 15:32:00,364.989990234375,365.4739990234375,364.989990234375,365.4739990234375,1428.0
IDXX,2020-09-14 15:31:00,365.55999755859375,365.57000732421875,365.57000732421875,365.55999755859375,490.0
IDXX,2020-09-14 15:30:00,365.5450134277344,365.5450134277344,365.5450134277344,365.5450134277344,176.0
