,symbol,date,volume,high,low,close,open
0,BATS.L,2020-09-11 16:29:00,3067.0,2656.0,2653.0,2653.0,2655.0
1,BATS.L,2020-09-11 16:28:00,4042.0,2657.0,2654.5,2654.5,2657.0
2,BATS.L,2020-09-11 16:27:00,5589.0,2657.0,2656.5,2657.0,2656.5
3,BATS.L,2020-09-11 16:26:00,1757.0,2657.0,2655.0,2655.5,2656.0
4,BATS.L,2020-09-11 16:25:00,6002.0,2656.5,2654.0,2656.2626953125,2655.5
5,BATS.L,2020-09-11 16:24:00,1276.0,2655.5,2655.5,2655.5,2655.5
6,BATS.L,2020-09-11 16:23:00,2575.0,2656.0,2654.5,2655.5,2656.0
7,BATS.L,2020-09-11 16:22:00,8540.0,2656.5,2654.5,2656.179931640625,2654.5
8,BATS.L,2020-09-11 16:21:00,5473.0,2655.0,2654.5,2654.5,2655.0
9,BATS.L,2020-09-11 16:20:00,2419.0,2659.5,2656.853271484375,2657.5,2658.5
10,BATS.L,2020-09-11 16:19:00,3518.0,2658.5,2655.5,2658.5,2656.0
11,BATS.L,2020-09-11 16:18:00,4719.0,2656.0,2653.0,2655.5,2654.5
12,BATS.L,2020-09-11 16:17:00,2768.0,2654.0,2652.5,2654.0,2652.5
13,BATS.L,2020-09-11 16:16:00,22978.0,2652.5,2650.0,2652.0,2650.0
14,BATS.L,2020-09-11 16:15:00,2639.0,2650.5,2648.5,2650.0,2648.5
15,BATS.L,2020-09-11 16:14:00,4323.0,2648.5,2647.5,2648.0,2648.0
16,BATS.L,2020-09-11 16:13:00,4453.0,2649.5,2647.5,2647.5,2649.5
17,BATS.L,2020-09-11 16:12:00,4169.0,2650.5,2649.5,2650.0,2650.343505859375
18,BATS.L,2020-09-11 16:11:00,2494.0,2652.0,2650.0,2650.0,2652.0
19,BATS.L,2020-09-11 16:10:00,869.0,2651.5,2650.5,2650.5,2651.0
20,BATS.L,2020-09-11 16:09:00,12267.0,2652.5,2650.5,2651.0,2652.0
21,BATS.L,2020-09-11 16:08:00,4776.0,2652.0,2650.5,2651.5,2651.5
22,BATS.L,2020-09-11 16:07:00,1285.0,2652.5,2651.090087890625,2651.090087890625,2652.0
23,BATS.L,2020-09-11 16:06:00,5372.0,2652.0,2651.5,2651.5,2652.0
24,BATS.L,2020-09-11 16:05:00,2270.0,2653.0,2651.5,2652.0,2651.5
25,BATS.L,2020-09-11 16:04:00,860.0,2651.5,2649.5,2651.5,2649.5
26,BATS.L,2020-09-11 16:03:00,1841.0,2649.0,2648.0,2649.0,2648.5
27,BATS.L,2020-09-11 16:02:00,2128.0,2649.5,2647.5,2648.5,2647.5
28,BATS.L,2020-09-11 16:01:00,1942.0,2647.5,2646.820068359375,2647.0,2647.0
29,BATS.L,2020-09-11 16:00:00,3121.0,2648.5,2646.0,2647.0,2648.5
30,BATS.L,2020-09-11 15:59:00,1291.0,2650.0,2647.0,2647.0,2649.5
31,BATS.L,2020-09-11 15:58:00,11518.0,2649.5,2648.5,2649.5,2649.5
32,BATS.L,2020-09-11 15:57:00,4190.0,2650.0,2648.26513671875,2650.0,2648.26513671875
33,BATS.L,2020-09-11 15:56:00,2226.0,2649.0,2646.5,2647.5,2649.0
34,BATS.L,2020-09-11 15:55:00,1467.0,2650.0,2648.5,2649.5,2648.5
35,BATS.L,2020-09-11 15:54:00,1126.0,2649.0,2647.0,2649.0,2648.5
36,BATS.L,2020-09-11 15:53:00,1561.0,2648.0,2646.0,2648.0,2646.0
37,BATS.L,2020-09-11 15:52:00,825.0,2645.5,2645.5,2645.5,2645.5
38,BATS.L,2020-09-11 15:51:00,806.0,2646.0,2645.0,2645.0,2646.0
39,BATS.L,2020-09-11 15:50:00,712.0,2645.0,2644.5,2645.0,2644.5
40,BATS.L,2020-09-11 15:49:00,2121.0,2644.27001953125,2643.5,2644.27001953125,2643.5
41,BATS.L,2020-09-11 15:48:00,43.0,2643.0,2643.0,2643.0,2643.0
42,BATS.L,2020-09-11 15:47:00,1389.0,2643.0,2642.5,2642.5,2643.0
43,BATS.L,2020-09-11 15:46:00,3246.0,2646.5,2644.0,2644.0,2645.0
44,BATS.L,2020-09-11 15:45:00,1941.0,2646.5,2645.5,2645.5,2645.5
45,BATS.L,2020-09-11 15:44:00,1252.0,2645.5,2643.5,2645.5,2643.5
46,BATS.L,2020-09-11 15:43:00,2866.0,2645.77490234375,2643.5,2644.88623046875,2645.77490234375
47,BATS.L,2020-09-11 15:42:00,2708.0,2647.5,2646.0,2646.5,2647.0
48,BATS.L,2020-09-11 15:41:00,2022.0,2647.5,2645.0,2647.5,2645.0
49,BATS.L,2020-09-11 15:40:00,2542.0,2644.5,2643.0,2644.5,2643.0
50,BATS.L,2020-09-11 15:39:00,2745.0,2644.5,2642.0,2643.5,2642.0
51,BATS.L,2020-09-11 15:38:00,5056.0,2642.0,2640.0,2641.5,2640.0
52,BATS.L,2020-09-11 15:37:00,3773.0,2643.0,2640.5,2640.5,2642.0
53,BATS.L,2020-09-11 15:36:00,1344.0,2643.0,2641.5,2642.0,2642.5
54,BATS.L,2020-09-11 15:35:00,842.0,2643.0,2642.0,2642.0,2642.0
