symbol,date,close,open,volume,high,low
V,2020-09-14 15:59:00,205.02000427246094,205.8000030517578,383072.0,205.99000549316406,205.0
V,2020-09-14 15:58:00,205.7899932861328,205.75999450683594,86731.0,205.82000732421875,205.61000061035156
V,2020-09-14 15:57:00,205.75999450683594,205.72999572753906,46238.0,205.77000427246094,205.63999938964844
V,2020-09-14 15:56:00,205.73500061035156,205.64999389648438,56357.0,205.75,205.61000061035156
V,2020-09-14 15:55:00,205.63999938964844,205.8300018310547,69130.0,205.92999267578125,205.6300048828125
V,2020-09-14 15:54:00,205.80999755859375,205.8000030517578,46021.0,205.97000122070312,205.77999877929688
V,2020-09-14 15:53:00,205.80999755859375,205.85499572753906,41989.0,205.92999267578125,205.7899932861328
V,2020-09-14 15:52:00,205.86000061035156,205.8300018310547,48567.0,205.9149932861328,205.7899932861328
V,2020-09-14 15:51:00,205.8350067138672,206.110107421875,28006.0,206.16000366210938,205.8300018310547
V,2020-09-14 15:50:00,206.11000061035156,206.27000427246094,59616.0,206.32000732421875,205.91000366210938
V,2020-09-14 15:49:00,206.30999755859375,206.27999877929688,30324.0,206.41000366210938,206.27000427246094
V,2020-09-14 15:48:00,206.2899932861328,206.30999755859375,23592.0,206.34840393066406,206.25
V,2020-09-14 15:47:00,206.3300018310547,206.22000122070312,30582.0,206.33999633789062,206.0800018310547
V,2020-09-14 15:46:00,206.22000122070312,206.08999633789062,20179.0,206.22000122070312,206.08999633789062
V,2020-09-14 15:45:00,206.10000610351562,206.10000610351562,33314.0,206.22999572753906,206.0800018310547
V,2020-09-14 15:44:00,206.10000610351562,206.1300048828125,24079.0,206.18499755859375,206.05999755859375
V,2020-09-14 15:43:00,206.10000610351562,206.0500030517578,20129.0,206.10000610351562,205.99000549316406
V,2020-09-14 15:42:00,206.0399932861328,205.9499969482422,29543.0,206.05999755859375,205.94000244140625
V,2020-09-14 15:41:00,205.96499633789062,205.97000122070312,33365.0,206.0,205.85000610351562
V,2020-09-14 15:40:00,205.97999572753906,205.82000732421875,22561.0,205.97999572753906,205.77000427246094
V,2020-09-14 15:39:00,205.8300018310547,205.8000030517578,23817.0,205.83999633789062,205.6999969482422
V,2020-09-14 15:38:00,205.8000030517578,205.6199951171875,20310.0,205.81500244140625,205.6199951171875
V,2020-09-14 15:37:00,205.6199951171875,205.58999633789062,18138.0,205.6699981689453,205.5800018310547
V,2020-09-14 15:36:00,205.5749969482422,205.5800018310547,16364.0,205.69000244140625,205.5749969482422
V,2020-09-14 15:35:00,205.58999633789062,205.5,20536.0,205.60000610351562,205.41000366210938
V,2020-09-14 15:34:00,205.5,205.2949981689453,17340.0,205.52999877929688,205.2949981689453
V,2020-09-14 15:33:00,205.3000030517578,205.39999389648438,24101.0,205.5,205.3000030517578
V,2020-09-14 15:32:00,205.41000366210938,205.3699951171875,14971.0,205.4499969482422,205.3699951171875
V,2020-09-14 15:31:00,205.3800048828125,205.55999755859375,27618.0,205.55999755859375,205.3699951171875
V,2020-09-14 15:30:00,205.57000732421875,205.42999267578125,15861.0,205.5850067138672,205.42999267578125
V,2020-09-14 15:29:00,205.42999267578125,205.41000366210938,10294.0,205.4600067138672,205.37359619140625
V,2020-09-14 15:28:00,205.4199981689453,205.4199981689453,18252.0,205.44500732421875,205.3699951171875
V,2020-09-14 15:27:00,205.38999938964844,205.17999267578125,15501.0,205.38999938964844,205.10000610351562
V,2020-09-14 15:26:00,205.1649932861328,205.02810668945312,7754.0,205.17999267578125,205.00999450683594
V,2020-09-14 15:25:00,205.02999877929688,205.00999450683594,7537.0,205.1300048828125,204.97000122070312
V,2020-09-14 15:24:00,205.02000427246094,204.9530029296875,11023.0,205.0399932861328,204.9199981689453
V,2020-09-14 15:23:00,204.94000244140625,205.07000732421875,16191.0,205.07000732421875,204.86000061035156
V,2020-09-14 15:22:00,205.05999755859375,205.1699981689453,18837.0,205.22999572753906,205.05999755859375
V,2020-09-14 15:21:00,205.1699981689453,205.3000030517578,9514.0,205.33999633789062,205.1699981689453
V,2020-09-14 15:20:00,205.36000061035156,205.38479614257812,4846.0,205.38999938964844,205.35000610351562
V,2020-09-14 15:19:00,205.44000244140625,205.52999877929688,6999.0,205.52999877929688,205.38999938964844
V,2020-09-14 15:18:00,205.5,205.31759643554688,11520.0,205.52000427246094,205.3000030517578
V,2020-09-14 15:17:00,205.28500366210938,205.17999267578125,9588.0,205.2899932861328,205.125
V,2020-09-14 15:16:00,205.16000366210938,205.19000244140625,13960.0,205.21499633789062,205.11000061035156
V,2020-09-14 15:15:00,205.16000366210938,205.2449951171875,11147.0,205.25999450683594,205.16000366210938
V,2020-09-14 15:14:00,205.24000549316406,205.1999969482422,13170.0,205.33999633789062,205.19070434570312
V,2020-09-14 15:13:00,205.17999267578125,205.38499450683594,12504.0,205.42999267578125,205.16000366210938
V,2020-09-14 15:12:00,205.3300018310547,205.35000610351562,14404.0,205.4199981689453,205.27000427246094
V,2020-09-14 15:11:00,205.36000061035156,205.35000610351562,5931.0,205.3699951171875,205.3000030517578
V,2020-09-14 15:10:00,205.35000610351562,205.49000549316406,10583.0,205.5,205.31500244140625
V,2020-09-14 15:09:00,205.52999877929688,205.52999877929688,10456.0,205.60000610351562,205.49000549316406
V,2020-09-14 15:08:00,205.47000122070312,205.48500061035156,10641.0,205.5050048828125,205.3800048828125
V,2020-09-14 15:07:00,205.49000549316406,205.50999450683594,9148.0,205.50999450683594,205.30999755859375
V,2020-09-14 15:06:00,205.46820068359375,205.47999572753906,5316.0,205.5399932861328,205.42999267578125
V,2020-09-14 15:05:00,205.47000122070312,205.52999877929688,12661.0,205.57000732421875,205.32000732421875
V,2020-09-14 15:04:00,205.47999572753906,205.3800048828125,12607.0,205.47999572753906,205.30999755859375
V,2020-09-14 15:03:00,205.38499450683594,205.5500030517578,7987.0,205.5500030517578,205.36480712890625
V,2020-09-14 15:02:00,205.57000732421875,205.52000427246094,7161.0,205.5800018310547,205.39999389648438
V,2020-09-14 15:01:00,205.50999450683594,205.6300048828125,5858.0,205.6300048828125,205.4499969482422
V,2020-09-14 15:00:00,205.60000610351562,205.67999267578125,13244.0,205.7100067138672,205.57000732421875
V,2020-09-14 14:59:00,205.65499877929688,205.5399932861328,13622.0,205.67999267578125,205.52999877929688
V,2020-09-14 14:58:00,205.55999755859375,205.37820434570312,11490.0,205.55999755859375,205.30999755859375
V,2020-09-14 14:57:00,205.39999389648438,205.3000030517578,6378.0,205.39999389648438,205.25999450683594
V,2020-09-14 14:56:00,205.27999877929688,205.1999969482422,6390.0,205.35459899902344,205.1999969482422
V,2020-09-14 14:55:00,205.22999572753906,205.57000732421875,12090.0,205.57000732421875,205.17999267578125
V,2020-09-14 14:54:00,205.57000732421875,205.88999938964844,13547.0,205.88999938964844,205.57000732421875
V,2020-09-14 14:53:00,205.89999389648438,205.9600067138672,6470.0,205.97000122070312,205.89990234375
V,2020-09-14 14:52:00,205.92999267578125,205.88999938964844,7542.0,205.92999267578125,205.80999755859375
V,2020-09-14 14:51:00,205.8800048828125,205.7100067138672,8251.0,205.8800048828125,205.7100067138672
V,2020-09-14 14:50:00,205.7324981689453,205.6300048828125,8122.0,205.7324981689453,205.55099487304688
V,2020-09-14 14:49:00,205.63999938964844,205.6199951171875,5873.0,205.63999938964844,205.57000732421875
V,2020-09-14 14:48:00,205.6300048828125,205.7100067138672,4129.0,205.72999572753906,205.58999633789062
V,2020-09-14 14:47:00,205.6875,205.5399932861328,8240.0,205.6875,205.52999877929688
V,2020-09-14 14:46:00,205.49000549316406,205.5,5831.0,205.57000732421875,205.4499969482422
V,2020-09-14 14:45:00,205.5,205.72999572753906,8420.0,205.74000549316406,205.5
V,2020-09-14 14:44:00,205.72999572753906,205.63999938964844,7803.0,205.77999877929688,205.63999938964844
V,2020-09-14 14:43:00,205.61000061035156,205.5500030517578,9651.0,205.6699981689453,205.52000427246094
V,2020-09-14 14:42:00,205.5399932861328,205.4499969482422,14199.0,205.63999938964844,205.44000244140625
V,2020-09-14 14:41:00,205.4499969482422,205.8699951171875,14848.0,205.9499969482422,205.4499969482422
V,2020-09-14 14:40:00,205.83999633789062,205.67999267578125,8665.0,205.86000061035156,205.66749572753906
V,2020-09-14 14:39:00,205.66000366210938,205.6199951171875,12747.0,205.66000366210938,205.5399932861328
V,2020-09-14 14:38:00,205.6300048828125,205.67999267578125,6625.0,205.69000244140625,205.60000610351562
