,symbol,date,open,close,volume,high,low
0,HSBA.L,2020-09-11 16:29:00,323.29998779296875,323.20001220703125,18278.0,323.4020080566406,323.1000061035156
1,HSBA.L,2020-09-11 16:28:00,323.45001220703125,323.29998779296875,30558.0,323.54998779296875,323.25
2,HSBA.L,2020-09-11 16:27:00,323.70001220703125,323.45001220703125,65415.0,323.70001220703125,323.45001220703125
3,HSBA.L,2020-09-11 16:26:00,323.54998779296875,323.6499938964844,18149.0,323.6499938964844,323.5
4,HSBA.L,2020-09-11 16:25:00,323.70001220703125,323.5,40706.0,323.70001220703125,323.3999938964844
5,HSBA.L,2020-09-11 16:24:00,323.6499938964844,323.75,51725.0,323.79998779296875,323.6000061035156
6,HSBA.L,2020-09-11 16:23:00,323.6499938964844,323.6499938964844,15258.0,323.70001220703125,323.54998779296875
7,HSBA.L,2020-09-11 16:22:00,323.54998779296875,323.6499938964844,14119.0,323.6499938964844,323.54998779296875
8,HSBA.L,2020-09-11 16:21:00,323.6499938964844,323.5,21037.0,323.6499938964844,323.3500061035156
9,HSBA.L,2020-09-11 16:20:00,323.79998779296875,323.75,30609.0,323.8999938964844,323.6499938964844
10,HSBA.L,2020-09-11 16:19:00,323.70001220703125,323.75,56288.0,323.8500061035156,323.6000061035156
11,HSBA.L,2020-09-11 16:18:00,323.45001220703125,323.6499938964844,23190.0,323.6499938964844,323.3500061035156
12,HSBA.L,2020-09-11 16:17:00,323.5,323.3999938964844,14497.0,323.54998779296875,323.3500061035156
13,HSBA.L,2020-09-11 16:16:00,323.25,323.3500061035156,20370.0,323.3999938964844,323.25
14,HSBA.L,2020-09-11 16:15:00,323.1000061035156,323.1499938964844,38499.0,323.3500061035156,323.0
15,HSBA.L,2020-09-11 16:14:00,322.95001220703125,323.1000061035156,26493.0,323.1499938964844,322.95001220703125
16,HSBA.L,2020-09-11 16:13:00,322.8999938964844,322.8999938964844,9655.0,323.00250244140625,322.8500061035156
17,HSBA.L,2020-09-11 16:12:00,322.8999938964844,323.1000061035156,18884.0,323.1000061035156,322.79998779296875
18,HSBA.L,2020-09-11 16:11:00,323.20001220703125,322.8999938964844,2543.0,323.20001220703125,322.8999938964844
19,HSBA.L,2020-09-11 16:10:00,323.3999938964844,323.20001220703125,9426.0,323.3999938964844,323.1000061035156
20,HSBA.L,2020-09-11 16:09:00,323.20001220703125,323.3999938964844,50636.0,323.5,323.1499938964844
21,HSBA.L,2020-09-11 16:08:00,323.20001220703125,323.29998779296875,22445.0,323.29998779296875,323.20001220703125
22,HSBA.L,2020-09-11 16:07:00,323.3500061035156,323.20001220703125,12467.0,323.3500061035156,323.1499938964844
23,HSBA.L,2020-09-11 16:06:00,323.1499938964844,323.3500061035156,12497.0,323.3500061035156,323.1499938964844
24,HSBA.L,2020-09-11 16:05:00,323.0,323.29998779296875,12612.0,323.3500061035156,323.0
25,HSBA.L,2020-09-11 16:04:00,323.04998779296875,323.0,6797.0,323.1499938964844,323.0
26,HSBA.L,2020-09-11 16:03:00,322.70001220703125,322.95001220703125,14545.0,322.95001220703125,322.70001220703125
27,HSBA.L,2020-09-11 16:02:00,322.3999938964844,322.70001220703125,17374.0,322.70001220703125,322.3999938964844
28,HSBA.L,2020-09-11 16:01:00,322.3999938964844,322.38970947265625,29902.0,322.3999938964844,322.25
29,HSBA.L,2020-09-11 16:00:00,322.3999938964844,322.3999938964844,35432.0,322.5,322.3500061035156
30,HSBA.L,2020-09-11 15:59:00,322.5,322.3999938964844,20138.0,322.5,322.29998779296875
31,HSBA.L,2020-09-11 15:58:00,322.6000061035156,322.5918884277344,39516.0,322.6000061035156,322.5
