,symbol,date,open,low,close,volume,high
0,VRSN,2020-09-14 15:59:00,202.3600006103516,201.97000122070312,202.0,18052.0,202.41000366210938
1,VRSN,2020-09-14 15:58:00,202.15499877929688,202.0500030517578,202.28500366210938,16104.0,202.28500366210938
2,VRSN,2020-09-14 15:57:00,202.2100067138672,202.0,202.1300048828125,4852.0,202.2400054931641
3,VRSN,2020-09-14 15:56:00,202.2700042724609,202.17999267578125,202.22000122070312,8030.0,202.2700042724609
4,VRSN,2020-09-14 15:55:00,202.27999877929688,202.27999877929688,202.3300018310547,5250.0,202.41000366210938
5,VRSN,2020-09-14 15:54:00,202.5050048828125,202.3600006103516,202.3600006103516,4617.0,202.5399932861328
6,VRSN,2020-09-14 15:53:00,202.6300048828125,202.4900054931641,202.4900054931641,3702.0,202.6300048828125
7,VRSN,2020-09-14 15:52:00,203.00999450683597,202.67999267578125,202.75,3743.0,203.00999450683597
8,VRSN,2020-09-14 15:51:00,203.0399932861328,202.9250030517578,202.9499969482422,3704.0,203.07000732421875
9,VRSN,2020-09-14 15:50:00,202.9900054931641,202.8600006103516,203.0249938964844,5311.0,203.0399932861328
10,VRSN,2020-09-14 15:49:00,202.8000030517578,202.77999877929688,203.00999450683597,5035.0,203.00999450683597
11,VRSN,2020-09-14 15:48:00,202.66000366210938,202.66000366210938,202.75,4317.0,202.75
12,VRSN,2020-09-14 15:47:00,202.5800018310547,202.5200042724609,202.6699981689453,3297.0,202.6699981689453
13,VRSN,2020-09-14 15:46:00,202.55999755859372,202.50999450683597,202.6000061035156,1202.0,202.6000061035156
14,VRSN,2020-09-14 15:45:00,202.6199951171875,202.6199951171875,202.6300048828125,0.0,202.6300048828125
15,VRSN,2020-09-14 15:44:00,202.6100006103516,202.58999633789062,202.58999633789062,1501.0,202.67999267578125
16,VRSN,2020-09-14 15:43:00,202.5800018310547,202.47000122070312,202.5749969482422,2230.0,202.5800018310547
17,VRSN,2020-09-14 15:42:00,202.4900054931641,202.4900054931641,202.57000732421875,2174.0,202.6000061035156
18,VRSN,2020-09-14 15:41:00,202.4250030517578,202.4250030517578,202.5500030517578,1158.0,202.5500030517578
19,VRSN,2020-09-14 15:40:00,202.5,202.4750061035156,202.5500030517578,1605.0,202.5500030517578
20,VRSN,2020-09-14 15:39:00,202.50999450683597,202.4600067138672,202.47000122070312,1408.0,202.50999450683597
21,VRSN,2020-09-14 15:38:00,202.2250061035156,202.1699981689453,202.47000122070312,2283.0,202.47000122070312
22,VRSN,2020-09-14 15:37:00,202.2100067138672,202.17999267578125,202.25999450683597,3235.0,202.25999450683597
23,VRSN,2020-09-14 15:36:00,202.2100067138672,202.1499938964844,202.1499938964844,656.0,202.2100067138672
24,VRSN,2020-09-14 15:35:00,202.13999938964844,202.1199951171875,202.2100067138672,2416.0,202.2700042724609
25,VRSN,2020-09-14 15:34:00,202.15499877929688,202.15499877929688,202.1649932861328,513.0,202.1649932861328
26,VRSN,2020-09-14 15:33:00,202.0500030517578,202.0500030517578,202.1100006103516,1722.0,202.17999267578125
27,VRSN,2020-09-14 15:32:00,202.1000061035156,202.0500030517578,202.0500030517578,903.0,202.1000061035156
28,VRSN,2020-09-14 15:31:00,202.3500061035156,202.16000366210938,202.2400054931641,2804.0,202.3500061035156
29,VRSN,2020-09-14 15:30:00,202.2899932861328,202.2899932861328,202.41000366210938,1049.0,202.41000366210938
30,VRSN,2020-09-14 15:29:00,202.2700042724609,202.22000122070312,202.22000122070312,631.0,202.2700042724609
31,VRSN,2020-09-14 15:28:00,202.32000732421875,202.32000732421875,202.32000732421875,625.0,202.32000732421875
32,VRSN,2020-09-14 15:27:00,202.1499938964844,202.1100006103516,202.30999755859372,2835.0,202.30999755859372
33,VRSN,2020-09-14 15:26:00,202.19000244140625,202.1699981689453,202.19000244140625,823.0,202.19000244140625
34,VRSN,2020-09-14 15:25:00,202.16000366210938,202.1000061035156,202.1000061035156,2115.0,202.17999267578125
35,VRSN,2020-09-14 15:24:00,202.1300048828125,202.05999755859372,202.08999633789062,1662.0,202.1300048828125
36,VRSN,2020-09-14 15:23:00,202.1300048828125,202.0500030517578,202.1699981689453,1831.0,202.1699981689453
37,VRSN,2020-09-14 15:22:00,202.32000732421875,202.1300048828125,202.1999969482422,2921.0,202.33999633789062
38,VRSN,2020-09-14 15:21:00,202.4499969482422,202.3699951171875,202.3999938964844,709.0,202.4499969482422
39,VRSN,2020-09-14 15:19:00,202.5200042724609,202.5200042724609,202.52999877929688,564.0,202.5500030517578
40,VRSN,2020-09-14 15:18:00,202.4499969482422,202.4499969482422,202.5399932861328,1282.0,202.5399932861328
41,VRSN,2020-09-14 15:17:00,202.4900054931641,202.3500061035156,202.3500061035156,1334.0,202.4900054931641
42,VRSN,2020-09-14 15:16:00,202.6499938964844,202.5500030517578,202.5500030517578,779.0,202.6499938964844
43,VRSN,2020-09-14 15:15:00,202.7400054931641,202.6450042724609,202.6450042724609,977.0,202.7899932861328
