symbol,date,low,close,high,volume,open
TTWO,2020-09-14 15:59:00,156.42999267578125,156.6300048828125,156.82000732421875,54378.0,156.82000732421875
TTWO,2020-09-14 15:58:00,156.6999969482422,156.75999450683594,156.8000030517578,26856.0,156.72500610351562
TTWO,2020-09-14 15:57:00,156.69000244140625,156.74000549316406,156.81500244140625,15020.0,156.80999755859375
TTWO,2020-09-14 15:56:00,156.67999267578125,156.81500244140625,156.8300018310547,13786.0,156.7550048828125
TTWO,2020-09-14 15:55:00,156.6699981689453,156.75999450683594,156.8300018310547,14121.0,156.8000030517578
TTWO,2020-09-14 15:54:00,156.77000427246094,156.7899932861328,157.0,18795.0,156.97000122070312
TTWO,2020-09-14 15:53:00,156.91000366210938,156.9499969482422,157.11000061035156,8879.0,157.10000610351562
TTWO,2020-09-14 15:52:00,157.0399932861328,157.0800018310547,157.16000366210938,8016.0,157.16000366210938
TTWO,2020-09-14 15:51:00,157.0800018310547,157.14999389648438,157.30999755859375,7489.0,157.27000427246094
TTWO,2020-09-14 15:50:00,157.1999969482422,157.27000427246094,157.58999633789062,22098.0,157.58999633789062
TTWO,2020-09-14 15:49:00,157.57000732421875,157.6300048828125,157.64999389648438,5125.0,157.61000061035156
TTWO,2020-09-14 15:48:00,157.5399932861328,157.60000610351562,157.63999938964844,5069.0,157.5800018310547
TTWO,2020-09-14 15:47:00,157.4600067138672,157.5500030517578,157.5500030517578,5162.0,157.52999877929688
TTWO,2020-09-14 15:46:00,157.36000061035156,157.50999450683594,157.50999450683594,7133.0,157.4600067138672
TTWO,2020-09-14 15:45:00,157.41000366210938,157.47500610351562,157.47500610351562,2092.0,157.4199981689453
TTWO,2020-09-14 15:44:00,157.3800048828125,157.38999938964844,157.4499969482422,3389.0,157.4199981689453
TTWO,2020-09-14 15:43:00,157.3831024169922,157.41000366210938,157.47000122070312,2998.0,157.47000122070312
TTWO,2020-09-14 15:42:00,157.36000061035156,157.47000122070312,157.47000122070312,3925.0,157.43499755859375
TTWO,2020-09-14 15:41:00,157.33999633789062,157.44000244140625,157.47000122070312,3925.0,157.43499755859375
TTWO,2020-09-14 15:40:00,157.36000061035156,157.47000122070312,157.52000427246094,4469.0,157.36000061035156
TTWO,2020-09-14 15:39:00,157.32000732421875,157.32000732421875,157.4600067138672,3610.0,157.42999267578125
TTWO,2020-09-14 15:38:00,157.22999572753906,157.41000366210938,157.41000366210938,3724.0,157.25
TTWO,2020-09-14 15:37:00,157.14999389648438,157.22000122070312,157.22000122070312,1080.0,157.14999389648438
TTWO,2020-09-14 15:36:00,157.11500549316406,157.1199951171875,157.17999267578125,4665.0,157.16000366210938
TTWO,2020-09-14 15:35:00,157.0500030517578,157.11500549316406,157.11500549316406,3315.0,157.09500122070312
TTWO,2020-09-14 15:34:00,157.10000610351562,157.11000061035156,157.16000366210938,2252.0,157.10000610351562
TTWO,2020-09-14 15:33:00,157.0399932861328,157.0399932861328,157.16000366210938,4846.0,157.0500030517578
TTWO,2020-09-14 15:32:00,157.11000061035156,157.11000061035156,157.16000366210938,1087.0,157.16000366210938
TTWO,2020-09-14 15:31:00,157.11000061035156,157.11000061035156,157.24000549316406,2443.0,157.22500610351562
TTWO,2020-09-14 15:30:00,157.13999938964844,157.22000122070312,157.27000427246094,3152.0,157.13999938964844
TTWO,2020-09-14 15:29:00,157.05999755859375,157.08999633789062,157.22000122070312,3561.0,157.2050018310547
TTWO,2020-09-14 15:28:00,157.21499633789062,157.25,157.33999633789062,3031.0,157.33999633789062
TTWO,2020-09-14 15:27:00,157.07000732421875,157.27000427246094,157.27000427246094,4760.0,157.10000610351562
TTWO,2020-09-14 15:26:00,157.03500366210938,157.11000061035156,157.11000061035156,828.0,157.0399932861328
