,symbol,date,high,open,volume,close,low
0,SVT.L,2020-09-11 16:29:00,2416.0,2415.0,496.0,2414.0,2414.0
1,SVT.L,2020-09-11 16:28:00,2416.0,2415.0,568.0,2416.0,2415.0
2,SVT.L,2020-09-11 16:27:00,2416.0,2416.0,150.0,2416.0,2416.0
3,SVT.L,2020-09-11 16:26:00,2416.0,2415.0,185.0,2416.0,2415.0
4,SVT.L,2020-09-11 16:25:00,2414.0,2414.0,271.0,2413.0,2413.0
5,SVT.L,2020-09-11 16:24:00,2416.0,2415.0,392.0,2416.0,2415.0
6,SVT.L,2020-09-11 16:23:00,2414.0,2414.0,1619.0,2414.0,2413.0
7,SVT.L,2020-09-11 16:22:00,2414.0,2413.0,2302.0,2414.0,2413.0
8,SVT.L,2020-09-11 16:21:00,2415.0,2415.0,925.0,2414.0,2414.0
9,SVT.L,2020-09-11 16:20:00,2418.0,2417.0,2676.0,2415.0,2415.0
10,SVT.L,2020-09-11 16:19:00,2418.0,2418.0,162.0,2418.0,2418.0
11,SVT.L,2020-09-11 16:18:00,2416.0,2415.0,442.0,2416.0,2415.0
12,SVT.L,2020-09-11 16:17:00,2414.0,2414.0,150.0,2413.0,2413.0
13,SVT.L,2020-09-11 16:16:00,2413.0,2413.0,57.0,2413.0,2413.0
14,SVT.L,2020-09-11 16:15:00,2411.0,2411.0,858.0,2411.0,2411.0
15,SVT.L,2020-09-11 16:14:00,2410.0,2410.0,202.0,2410.0,2410.0
16,SVT.L,2020-09-11 16:13:00,2411.0,2411.0,499.0,2411.0,2411.0
17,SVT.L,2020-09-11 16:12:00,2412.0,2412.0,1089.0,2411.0,2411.0
18,SVT.L,2020-09-11 16:11:00,2412.0,2412.0,250.0,2412.0,2412.0
19,SVT.L,2020-09-11 16:10:00,2414.0,2414.0,132.0,2414.0,2414.0
20,SVT.L,2020-09-11 16:09:00,2415.0,2414.0,163.0,2415.0,2414.0
21,SVT.L,2020-09-11 16:08:00,2413.0,2413.0,138.0,2413.0,2413.0
22,SVT.L,2020-09-11 16:07:00,2414.0,2414.0,39.0,2414.0,2414.0
23,SVT.L,2020-09-11 16:06:00,2413.0,2413.0,684.0,2413.0,2413.0
24,SVT.L,2020-09-11 16:05:00,2413.0,2413.0,362.0,2413.0,2413.0
25,SVT.L,2020-09-11 16:04:00,2415.0,2415.0,578.0,2414.0,2414.0
26,SVT.L,2020-09-11 16:02:00,2413.0,2413.0,68.0,2413.0,2413.0
27,SVT.L,2020-09-11 16:01:00,2413.0,2413.0,243.0,2413.0,2413.0
28,SVT.L,2020-09-11 16:00:00,2412.0,2412.0,129.0,2412.0,2412.0
29,SVT.L,2020-09-11 15:59:00,2412.0,2412.0,116.0,2412.0,2412.0
30,SVT.L,2020-09-11 15:58:00,2413.0,2413.0,108.0,2413.0,2413.0
31,SVT.L,2020-09-11 15:57:00,2415.0,2413.0,309.0,2415.0,2413.0
32,SVT.L,2020-09-11 15:56:00,2413.0,2413.0,203.0,2413.0,2413.0
33,SVT.L,2020-09-11 15:55:00,2414.0,2414.0,19.0,2414.0,2414.0
