,symbol,date,low,high,close,open,volume
0,MELI,2020-09-14 15:59:00,1035.02001953125,1036.77001953125,1036.77001953125,1035.02001953125,8549.0
1,MELI,2020-09-14 15:58:00,1034.8800048828123,1036.780029296875,1035.0,1035.06494140625,6978.0
2,MELI,2020-09-14 15:57:00,1035.02001953125,1039.949951171875,1035.030029296875,1038.0400390625,5381.0
3,MELI,2020-09-14 15:56:00,1037.030029296875,1038.8699951171877,1037.949951171875,1038.8699951171877,3679.0
4,MELI,2020-09-14 15:55:00,1037.550048828125,1039.760009765625,1039.760009765625,1038.989990234375,1218.0
5,MELI,2020-09-14 15:54:00,1037.050048828125,1039.8399658203123,1037.050048828125,1038.43994140625,4348.0
6,MELI,2020-09-14 15:53:00,1037.219970703125,1038.4200439453123,1038.4200439453123,1037.219970703125,734.0
7,MELI,2020-09-14 15:52:00,1037.300048828125,1037.550048828125,1037.550048828125,1037.5050048828123,1400.0
8,MELI,2020-09-14 15:51:00,1039.2900390625,1040.3499755859377,1039.2900390625,1040.3399658203123,3506.0
9,MELI,2020-09-14 15:50:00,1039.31005859375,1041.31005859375,1040.5450439453123,1040.0,3668.0
10,MELI,2020-09-14 15:49:00,1040.7950439453123,1041.31005859375,1041.1600341796877,1041.0587158203123,943.0
11,MELI,2020-09-14 15:48:00,1040.4849853515623,1042.7900390625,1042.1500244140623,1041.0555419921877,1900.0
12,MELI,2020-09-14 15:47:00,1039.489990234375,1040.18505859375,1039.489990234375,1040.18505859375,909.0
13,MELI,2020-09-14 15:46:00,1041.0,1041.1400146484377,1041.0,1041.1400146484377,2570.0
14,MELI,2020-09-14 15:45:00,1041.6600341796877,1041.6600341796877,1041.6600341796877,1041.6600341796877,0.0
15,MELI,2020-09-14 15:44:00,1042.8699951171877,1042.8699951171877,1042.8699951171877,1042.8699951171877,477.0
16,MELI,2020-09-14 15:43:00,1042.4200439453123,1042.4200439453123,1042.4200439453123,1042.4200439453123,236.0
17,MELI,2020-09-14 15:42:00,1040.9200439453123,1042.510009765625,1042.449951171875,1041.02001953125,1403.0
18,MELI,2020-09-14 15:41:00,1040.22998046875,1043.5899658203123,1042.22998046875,1043.5899658203123,2057.0
19,MELI,2020-09-14 15:40:00,1041.114990234375,1043.4649658203123,1043.4649658203123,1041.1300048828123,1095.0
20,MELI,2020-09-14 15:39:00,1040.0799560546877,1040.0799560546877,1040.0799560546877,1040.0799560546877,386.0
21,MELI,2020-09-14 15:38:00,1039.3399658203123,1041.155029296875,1041.155029296875,1040.6300048828123,859.0
22,MELI,2020-09-14 15:37:00,1037.3900146484377,1039.5853271484377,1037.3900146484377,1038.68994140625,601.0
23,MELI,2020-09-14 15:36:00,1038.6949462890623,1038.7449951171877,1038.6949462890623,1038.7449951171877,280.0
24,MELI,2020-09-14 15:35:00,1038.7550048828123,1040.18994140625,1038.7550048828123,1040.1800537109377,2323.0
25,MELI,2020-09-14 15:34:00,1039.050048828125,1039.050048828125,1039.050048828125,1039.050048828125,200.0
